Fault log of Dyd2
Iteration,Time(s),Current(A),Code
2282.000000,2283.000000,3.004282,-1.000000
4665.000000,4666.000000,2.784440,-1.000000
4665.000000,4666.000000,2.784440,-2.000000
5110.000000,5111.000000,0.817559,-1.000000
5113.000000,5114.000000,0.824967,-1.000000
5469.000000,5470.000000,0.606095,-2.000000
5756.000000,5757.000000,0.229429,-2.000000
6025.000000,6026.000000,0.916985,-1.000000
7045.000000,7046.000000,0.907653,-1.000000
7049.000000,7050.000000,0.924150,-1.000000
7386.000000,7387.000000,0.840849,-1.000000
7590.000000,7591.000000,0.990449,-1.000000
7592.000000,7593.000000,0.818907,-1.000000
7611.000000,7612.000000,1.076173,-1.000000
7616.000000,7617.000000,0.960212,-1.000000
7620.000000,7621.000000,1.085552,-1.000000
7626.000000,7627.000000,0.841330,-1.000000
7790.000000,7791.000000,2.848330,-1.000000
8110.000000,8111.000000,0.839425,-1.000000
8194.000000,8195.000000,0.824197,-1.000000
8202.000000,8203.000000,1.001581,-1.000000
8205.000000,8206.000000,0.896285,-1.000000
8207.000000,8208.000000,1.008651,-1.000000
8409.000000,8410.000000,0.829819,-1.000000
8984.000000,8985.000000,0.955007,-1.000000
8986.000000,8987.000000,0.837366,-1.000000
9027.000000,9028.000000,0.832752,-1.000000
9032.000000,9033.000000,0.952548,-1.000000
9356.000000,9357.000000,0.926431,-1.000000
9369.000000,9370.000000,0.829633,-1.000000
9720.000000,9721.000000,0.970579,-1.000000
9978.000000,9979.000000,0.951769,-1.000000
9982.000000,9983.000000,1.152322,-1.000000
9986.000000,9987.000000,0.995035,-1.000000
