Fault log of Dyd2
Iteration,Time(s),Current(A),Code
199.000000,200.000000,0.889160,-1.000000
2282.000000,2283.000000,2.865609,-1.000000
4665.000000,4666.000000,2.655916,-1.000000
5129.000000,5130.000000,0.101494,-2.000000
5472.000000,5473.000000,0.554031,-2.000000
5756.000000,5757.000000,0.218847,-2.000000
6025.000000,6026.000000,0.874664,-1.000000
7045.000000,7046.000000,0.865763,-1.000000
7049.000000,7050.000000,0.881498,-1.000000
7586.000000,7587.000000,0.830913,-1.000000
7590.000000,7591.000000,0.944737,-1.000000
7611.000000,7612.000000,1.026504,-1.000000
7616.000000,7617.000000,0.915896,-1.000000
7620.000000,7621.000000,1.035450,-1.000000
7790.000000,7791.000000,2.716856,-1.000000
8202.000000,8203.000000,0.955356,-1.000000
8205.000000,8206.000000,0.854920,-1.000000
8207.000000,8208.000000,0.962099,-1.000000
8222.000000,8223.000000,0.836980,-1.000000
8414.000000,8415.000000,0.669105,-2.000000
8984.000000,8985.000000,0.910931,-1.000000
8993.000000,8994.000000,0.836575,-1.000000
9033.000000,9034.000000,0.949604,-1.000000
9356.000000,9357.000000,0.883674,-1.000000
9369.000000,9370.000000,0.791345,-1.000000
9629.000000,9630.000000,0.848253,-1.000000
9720.000000,9721.000000,0.925784,-1.000000
9974.000000,9975.000000,0.847613,-1.000000
9978.000000,9979.000000,0.907843,-1.000000
9982.000000,9983.000000,1.099138,-1.000000
9986.000000,9987.000000,0.949111,-1.000000
