Data Sets simulated by the Matlab function dataSetsGenerator,
Index (s),normalCurrent (mA)
1,67.672249
2,65.27437
3,65.285234
4,66.168904
5,65.060718
6,65.337069
7,64.416475
8,66.446429
9,64.302128
10,66.467864
11,67.850493
12,67.187869
13,64.234274
14,65.352448
15,65.747519
16,65.82877
17,66.791946
18,67.486754
19,67.665867
20,65.196121
21,67.357753
22,65.049243
23,65.463453
24,64.042241
25,68.370745
26,67.692188
27,67.605721
28,69.836238
29,70.237053
30,67.963023
31,69.158182
32,66.640343
33,67.739843
34,69.982878
35,68.403355
36,70.333967
37,69.219059
38,66.986684
39,69.342087
40,67.401059
41,68.220027
42,67.730351
43,64.317616
44,66.552165
45,66.976623
46,64.862668
47,67.968747
48,65.964145
49,64.808014
50,65.058181
51,64.004864
52,67.552826
53,67.124638
54,67.783294
55,67.282489
56,66.713458
57,66.173171
58,64.305829
59,66.742856
60,65.676287
61,67.643745
62,65.135682
63,67.388889
64,64.588228
65,67.300617
66,66.561349
67,67.185929
68,67.416101
69,67.602394
70,69.378514
71,68.453762
72,68.196988
73,69.523051
74,70.816151
75,66.66426
76,66.190101
77,66.545241
78,66.639819
79,67.978804
80,66.247887
81,64.318961
82,65.00305
83,65.058782
84,68.996123
85,69.593683
86,69.521354
87,68.379176
88,68.185732
89,69.759838
90,69.31809
91,64.87619
92,65.335645
93,66.271972
94,64.513546
95,66.791315
96,66.959896
97,67.224806
98,64.219207
99,64.042223
100,67.686402
101,65.181344
102,67.973434
103,67.487339
104,65.504699
105,64.444811
106,65.287936
107,67.285339
108,67.643304
109,67.168421
110,66.878052
111,66.97501
112,67.380879
113,64.864862
114,66.983632
115,66.331216
116,67.501441
117,65.973862
118,67.919648
119,65.465664
120,66.480733
121,64.770233
122,67.959875
123,65.463159
124,65.146814
125,67.965646
126,64.889811
127,65.297888
128,64.533851
129,65.700191
130,64.342959
131,64.316413
132,66.150992
133,67.575525
134,64.5082
135,66.186264
136,64.331263
137,64.03032
138,67.007706
139,64.017289
140,68.136333
141,64.082901
142,67.332421
143,68.743017
144,62.847924
145,62.262143
146,62.543281
147,69.088993
148,66.5055
149,64.292426
150,69.169508
151,63.067246
152,63.168451
153,69.714256
154,67.937335
155,65.053825
156,67.661724
157,66.312494
158,69.791881
159,70.80788
160,65.34741
161,66.493593
162,71.00756
163,70.319286
164,65.479723
165,70.370778
166,68.855208
167,71.730103
168,72.383873
169,69.66445
170,72.021821
171,65.995637
172,70.123495
173,65.485952
174,69.205702
175,68.506159
176,62.710929
177,63.134676
178,72.395716
179,69.738002
180,71.932114
181,69.475771
182,71.483498
183,71.267051
184,68.552957
185,71.790081
186,66.487533
187,69.163625
188,69.606592
189,68.379938
190,67.864155
191,73.307101
192,68.775891
193,67.267678
194,67.448552
195,71.594712
196,65.098592
197,67.006527
198,71.405866
199,66.153915
200,67.311538
201,65.559688
202,65.46253
203,67.622864
204,68.575699
205,68.78881
206,62.059935
207,64.375546
208,63.194099
209,66.532277
210,67.705089
211,69.420778
212,66.043384
213,69.88289
214,69.767249
215,69.818856
216,67.032709
217,68.506542
218,71.534929
219,69.032799
220,71.642991
221,67.263725
222,72.89744
223,72.192554
224,67.351189
225,67.374563
226,70.877744
227,64.063079
228,67.608186
229,67.064444
230,64.525693
231,67.791269
232,64.763755
233,64.840202
234,66.033945
235,65.228546
236,67.006809
237,67.562076
238,65.334297
239,64.011017
240,66.917168
241,65.948028
242,65.618215
243,66.89021
244,67.223038
245,64.027144
246,67.426493
247,64.402648
248,65.511453
249,64.903382
250,64.206609
251,64.135171
252,67.284698
253,65.538067
254,66.311204
255,65.324902
256,65.98952
257,64.352716
258,67.624241
259,64.682197
260,64.433617
261,65.223487
262,65.207123
263,67.765897
264,67.498308
265,65.111786
266,67.974633
267,66.483275
268,64.517922
269,64.235368
270,67.53959
271,67.869165
272,65.408503
273,64.018144
274,67.627485
275,67.527095
276,65.685053
277,64.077897
278,64.810716
279,65.131556
280,65.030666
281,65.800527
282,65.124189
283,67.741141
284,65.557429
285,66.6076
286,67.698582
287,65.478421
288,66.375073
289,66.786564
290,64.068158
291,66.866352
292,66.471431
293,67.54255
294,66.531735
295,66.52171
296,65.945213
297,64.575112
298,64.333252
299,64.226814
300,64.658129
301,66.165258
302,64.887724
303,64.973377
304,67.543605
305,65.040324
306,66.22131
307,67.009112
308,64.391404
309,67.400061
310,66.652792
311,66.129063
312,65.168471
313,64.093202
314,64.974715
315,66.138025
316,64.427219
317,65.260721
318,64.552606
319,64.199672
320,67.599758
321,65.565484
322,65.0349
323,64.319216
324,67.904385
325,65.535635
326,67.904842
327,66.694907
328,65.716908
329,65.835181
330,64.084765
331,67.265084
332,66.253567
333,64.302741
334,67.563092
335,65.17379
336,65.435025
337,65.603173
338,64.488843
339,65.074166
340,64.987282
341,65.739577
342,67.183565
343,65.385711
344,64.105968
345,66.11438
346,68.045666
347,68.102309
348,68.515863
349,67.041032
350,68.986998
351,66.418705
352,67.20016
353,66.278825
354,67.543919
355,65.903129
356,64.506268
357,66.00311
358,65.684672
359,66.838076
360,67.657753
361,66.532427
362,66.706199
363,64.92863
364,67.680429
365,67.178975
366,65.806636
367,65.976124
368,64.688042
369,65.131266
370,65.215314
371,65.6996
372,66.702006
373,64.44755
374,65.757768
375,67.919726
376,65.223172
377,65.662743
378,67.086894
379,64.55923
380,64.554726
381,66.581179
382,65.795098
383,66.120094
384,65.540574
385,65.850247
386,64.202833
387,65.061071
388,66.950635
389,66.901606
390,62.262332
391,69.300168
392,65.28353
393,65.891875
394,66.791196
395,63.167466
396,66.053106
397,68.164463
398,66.47021
399,66.268657
400,65.287944
401,69.410629
402,62.165196
403,65.001521
404,62.510144
405,62.645807
406,64.340945
407,63.186959
408,64.774067
409,68.036625
410,67.507533
411,69.316994
412,64.207291
413,66.618394
414,67.748183
415,65.722068
416,66.495506
417,69.786993
418,65.887785
419,63.933268
420,65.674451
421,66.737054
422,64.239725
423,63.057643
424,68.285744
425,66.165285
426,68.889377
427,63.753401
428,63.373916
429,64.452909
430,66.269494
431,63.798179
432,65.304801
433,65.038696
434,67.468632
435,62.869745
436,67.310753
437,69.573914
438,62.119636
439,67.708949
440,62.274151
441,65.106971
442,64.812124
443,62.145341
444,64.607003
445,65.299489
446,70.710469
447,72.21385
448,70.741077
449,67.914183
450,69.432484
451,65.41787
452,67.837981
453,64.12624
454,65.510859
455,67.462327
456,64.4215
457,64.7429
458,64.921878
459,65.75688
460,67.901872
461,65.973459
462,67.098369
463,67.647543
464,67.505936
465,64.062751
466,65.990406
467,64.794635
468,66.914173
469,66.474089
470,65.437273
471,66.011065
472,66.661035
473,64.946122
474,65.508045
475,65.569529
476,64.071504
477,65.292627
