Data Sets simulated by the Matlab function dataSetsGenerator,
Index (s),LatchCurrent (mA)
1,66.69526
2,67.83826
3,66.94329
4,67.92943
5,67.00825
6,65.15449
7,67.93117
8,67.06061
9,66.33306
10,67.2573
11,65.80453
12,65.95182
13,67.84467
14,66.07348
15,65.62388
16,66.67176
17,64.02693
18,64.03096
19,65.53151
20,67.21911
21,67.81058
22,64.50642
23,65.04781
24,67.71716
25,67.98666
26,69.47136
27,70.51638
28,67.93273
29,70.57419
30,68.00646
31,69.50691
32,66.23562
33,66.80255
34,65.73547
35,66.90634
36,67.63246
37,65.00597
38,65.30312
39,67.15751
40,65.51073
41,67.55433
42,65.78801
43,66.06014
44,64.59098
45,65.38885
46,67.11515
47,67.97482
48,66.28087
49,67.96026
50,64.105
51,65.48906
52,67.04084
53,64.72919
54,64.19568
55,66.73647
56,67.96666
57,65.7018
58,65.5222
59,65.11357
60,65.03045
61,65.73596
62,64.12631
63,66.24926
64,64.40706
65,65.30741
66,67.70236
67,69.8464
68,66.87771
69,66.16402
70,68.35461
71,66.23491
72,64.62301
73,65.17492
74,64.60886
75,66.5025
76,64.90078
77,64.72771
78,66.78586
79,67.67357
80,67.75394
81,67.92065
82,66.00031
83,64.65533
84,64.85004
85,67.57065
86,67.24595
87,66.28983
88,64.31539
89,67.43421
90,66.42849
91,65.03385
92,65.30613
93,65.90707
94,65.66706
95,66.25589
96,67.97849
97,67.77507
98,65.55698
99,67.14229
100,65.65438
101,64.93492
102,66.55796
103,67.21458
104,66.69606
105,66.69708
106,64.74805
107,66.59945
108,66.82013
109,68.85186
110,67.79117
111,70.86869
112,69.11727
113,67.63949
114,67.4989
115,69.33264
116,70.40435
117,69.98115
118,65.32666
119,65.77909
120,67.15942
121,65.90939
122,64.31943
123,66.7222
124,66.35869
125,64.98693
126,67.81389
127,64.91638
128,67.0174
129,67.65597
130,64.2889
131,66.30634
132,67.05444
133,67.50787
134,64.43146
135,66.13593
136,64.06644
137,64.20448
138,64.76649
139,66.53947
140,64.49552
141,65.93631
142,64.4839
143,66.82431
144,68.17412
145,68.33159
146,68.08169
147,68.87343
148,68.35249
149,68.25608
150,69.99025
151,68.94698
152,66.25611
153,65.3907
154,65.91482
155,66.79328
156,67.19216
157,66.85737
158,64.67213
159,67.30146
160,64.62069
161,65.85363
162,64.17944
163,67.73203
164,66.93107
165,110.0292
