Data Sets simulated by the Matlab function dataSetsGenerator,
Index (s),LatchCurrent (mA)
1,65.51963
2,67.73083
3,66.10043
4,65.2693
5,66.05205
6,65.09644
7,67.52282
8,65.01722
9,67.88774
10,67.61292
11,66.67178
12,65.8873
13,66.77861
14,64.99073
15,64.97685
16,66.57245
17,65.76534
18,66.1917
19,64.04488
20,67.51802
21,67.40879
22,67.13028
23,64.92659
24,67.22828
25,67.67004
26,70.56416
27,69.11912
28,69.0478
29,69.27773
30,69.57015
31,70.5558
32,67.74284
33,71.03138
34,68.12298
35,69.01957
36,68.19473
37,65.20792
38,66.15261
39,65.86873
40,66.88804
41,65.59988
42,65.40563
43,66.50531
44,67.32278
45,65.08434
46,66.95051
47,64.93162
48,67.53729
49,70.62288
50,70.86441
51,69.06183
52,70.344
53,71.51224
54,70.53147
55,68.42491
56,71.33153
57,65.50368
58,65.52994
59,65.98522
60,66.77662
61,64.46302
62,67.23373
63,66.90734
64,67.11447
65,67.16115
66,66.98431
67,67.28372
68,67.36869
69,67.91717
70,67.90517
71,64.74423
72,67.05211
73,67.28683
74,65.84709
75,67.02335
76,67.09179
77,65.00792
78,66.37
79,67.53214
80,67.41112
81,67.49477
82,66.95063
83,64.9288
84,65.37941
85,64.27391
86,66.58714
87,67.12434
88,65.78814
89,65.66663
90,65.26713
91,65.32467
92,67.31091
93,64.92071
94,67.23455
95,65.56305
96,66.56181
97,66.53442
98,67.39531
99,66.36988
100,67.83201
101,67.25588
102,66.55679
103,65.56466
104,67.47293
105,64.83683
106,67.06201
107,66.70841
108,65.16004
109,66.17911
110,66.05473
111,65.07056
112,67.41602
113,65.60908
114,64.71912
115,67.88372
116,66.07367
117,65.81873
118,67.50963
119,66.92875
120,66.69437
121,67.42679
122,66.14175
123,65.60917
124,66.42204
125,65.23048
126,66.69964
127,65.69306
128,66.17202
129,67.03515
130,64.36585
131,64.0749
132,64.29483
133,65.88533
134,67.6781
135,66.24528
136,65.7441
137,65.3854
138,67.12123
139,64.97844
140,64.67954
141,67.1488
142,66.69684
143,64.34129
144,64.5184
145,66.14503
146,67.76851
147,66.25377
148,69.18892
149,71.19084
150,69.39104
151,69.39417
152,70.65809
153,71.57849
154,69.31427
155,70.84876
156,68.49293
157,64.30566
158,67.51053
159,65.00369
160,66.04473
161,64.04138
162,64.4774
163,64.96477
164,66.17333
165,65.46641
166,64.64866
167,113.0865
168,112.9457
169,112.1721
170,113.5163
171,113.8225
172,110.3971
173,112.9684
174,111.4392
175,113.808
176,112.7912
177,112.4894
178,112.6266
179,114.3145
180,113.0343
181,115.9674
182,116.1329
183,118.1424
184,116.3567
185,118.0008
186,115.8802
187,114.8028
188,117.2907
189,115.9133
190,117.8101
191,117.5623
192,117.4908
193,116.8317
194,111.9398
195,112.7506
196,110.5639
197,110.3593
198,113.8248
199,111.0469
200,113.0405
201,112.4028
202,113.9593
203,112.6325
204,113.2768
205,112.2619
206,66.43243
207,65.26497
208,65.07586
209,65.08071
210,64.03088
211,67.09875
212,66.81404
213,65.49951
214,67.43378
215,64.35225
216,64.71829
217,65.96414
218,66.7697
219,66.53033
220,66.76346
221,64.93748
222,67.24638
223,66.76
224,66.7033
225,65.08263
226,65.61889
227,66.53388
228,64.86608
229,66.4123
230,66.25214
231,64.33459
232,64.35487
233,67.22107
234,66.00098
235,67.08611
236,66.07394
237,64.08206
238,67.35974
239,66.56434
240,67.02939
241,63.87979
242,64.29129
243,67.81433
244,63.79145
245,69.67542
246,65.99078
247,67.09817
248,65.76874
249,62.05042
250,69.44095
251,62.95062
252,65.62262
253,69.82623
254,65.39499
255,65.806
256,64.95239
257,70.01419
258,69.08259
259,72.77414
260,72.11205
261,71.55259
262,65.355
263,68.57586
264,72.81978
265,71.48341
266,72.07405
267,66.08428
268,68.6527
269,69.52255
270,66.36905
271,68.81712
272,72.2329
273,68.57769
274,71.59534
275,66.30292
276,71.16175
277,68.62959
278,71.87304
279,66.73277
280,72.95059
281,70.96724
282,66.39196
283,65.51315
284,71.67543
285,69.40535
286,72.5665
287,65.53059
288,68.36293
289,65.67387
290,71.00463
291,63.519
292,64.46298
293,63.76568
294,66.59295
295,66.65444
296,69.95636
297,62.31243
298,64.2829
299,69.62002
300,67.28535
301,66.3641
302,62.34683
303,65.80561
304,67.96093
305,67.00738
306,63.45926
307,66.95673
308,69.26511
309,68.87141
310,68.49492
311,67.51325
312,68.03682
313,63.69431
314,66.75587
315,65.75687
316,65.25659
317,65.3744
318,69.36662
319,70.29801
320,68.81019
321,70.4356
322,69.33978
323,68.62249
324,68.14704
325,70.3924
326,68.45863
327,71.05952
328,68.87447
329,69.06848
330,69.3785
331,68.73429
332,69.2055
333,70.93123
334,70.77258
335,70.78339
336,66.44331
337,64.38821
338,64.12077
339,66.59465
340,65.84269
341,64.30454
342,64.77398
343,65.53852
344,66.2552
345,66.41167
346,67.13251
347,66.67063
348,66.48743
349,68.28652
350,67.71728
351,69.00286
352,66.68623
353,66.90777
354,69.82172
355,66.95871
356,69.22419
357,68.17053
358,67.79431
359,67.88783
360,67.04151
361,64.21532
362,65.47024
363,69.32834
364,66.69376
