Data Sets simulated by the Matlab function dataSetsGenerator,
Index (s),normalCurrent (mA)
1,65.51963
2,67.73083
3,66.10043
4,65.2693
5,66.05205
6,65.09644
7,67.52282
8,65.01722
9,67.88774
10,67.61292
11,66.67178
12,65.8873
13,66.77861
14,64.99073
15,64.97685
16,66.57245
17,65.76534
18,66.1917
19,64.04488
20,67.51802
21,67.40879
22,67.13028
23,64.92659
24,67.22828
25,67.67004
26,70.56416
27,69.11912
28,69.0478
29,69.27773
30,69.57015
31,70.5558
32,67.74284
33,71.03138
34,68.12298
35,69.01957
36,68.19473
37,65.20792
38,66.15261
39,65.86873
40,66.88804
41,65.59988
42,65.40563
43,66.50531
44,67.32278
45,65.08434
46,66.95051
47,64.93162
48,67.53729
49,70.62288
50,70.86441
51,69.06183
52,70.344
53,71.51224
54,70.53147
55,68.42491
56,71.33153
57,65.50368
58,65.52994
59,65.98522
60,66.77662
61,64.46302
62,67.23373
63,66.90734
64,67.11447
65,67.16115
66,66.98431
67,67.28372
68,67.36869
69,67.91717
70,67.90517
71,64.74423
72,67.05211
73,67.28683
74,65.84709
75,67.02335
76,67.09179
77,65.00792
78,66.37
79,67.53214
80,67.41112
81,67.49477
82,66.95063
83,64.9288
84,65.37941
85,64.27391
86,66.58714
87,67.12434
88,65.78814
89,65.66663
90,65.26713
91,65.32467
92,67.31091
93,64.92071
94,67.23455
95,65.56305
96,66.56181
97,66.53442
98,67.39531
99,66.36988
100,67.83201
101,67.25588
102,66.55679
103,65.56466
104,67.47293
105,64.83683
106,67.06201
107,66.70841
108,65.16004
109,66.17911
110,66.05473
111,65.07056
112,67.41602
113,65.60908
114,64.71912
115,67.88372
116,66.07367
117,65.81873
118,67.50963
119,66.92875
120,66.69437
121,67.42679
122,66.14175
123,65.60917
124,66.42204
125,65.23048
126,66.69964
127,65.69306
128,66.17202
129,67.03515
130,64.36585
131,64.0749
132,64.29483
133,65.88533
134,67.6781
135,66.24528
136,65.7441
137,65.3854
138,67.12123
139,64.97844
140,64.67954
141,67.1488
142,66.69684
143,64.34129
144,64.5184
145,66.14503
146,67.76851
147,66.25377
148,69.18892
149,71.19084
150,69.39104
151,69.39417
152,70.65809
153,71.57849
154,69.31427
155,70.84876
156,68.49293
157,64.30566
158,67.51053
159,65.00369
160,66.04473
161,64.04138
162,64.4774
163,64.96477
164,66.17333
165,65.46641
166,64.64866
167,66.73143
168,66.5906
169,65.817
170,67.16125
171,67.46748
172,64.04208
173,66.61332
174,65.08416
175,67.45297
176,66.43611
177,66.13437
178,66.27157
179,67.95941
180,66.67927
181,69.61236
182,69.77787
183,71.78736
184,70.00167
185,71.64575
186,69.52516
187,68.44774
188,70.93563
189,69.55819
190,71.45504
191,71.20726
192,71.1357
193,70.47661
194,65.58475
195,66.39552
196,64.20885
197,64.00419
198,67.4697
199,64.69189
200,66.68549
201,66.0477
202,67.60423
203,66.27741
204,66.92172
205,65.90682
206,66.43243
207,65.26497
208,65.07586
209,65.08071
210,64.03088
211,67.09875
212,66.81404
213,65.49951
214,67.43378
215,64.35225
216,64.71829
217,65.96414
218,66.7697
219,66.53033
220,66.76346
221,64.93748
222,67.24638
223,66.76
224,66.7033
225,65.08263
226,65.61889
227,66.53388
228,64.86608
229,66.4123
230,66.25214
231,64.33459
232,64.35487
233,67.22107
234,66.00098
235,67.08611
236,66.07394
237,64.08206
238,67.35974
239,66.56434
240,67.02939
241,63.87979
242,64.29129
243,67.81433
244,63.79145
245,69.67542
246,65.99078
247,67.09817
248,65.76874
249,62.05042
250,69.44095
251,62.95062
252,65.62262
253,69.82623
254,65.39499
255,65.806
256,64.95239
257,70.01419
258,69.08259
259,72.77414
260,72.11205
261,71.55259
262,65.355
263,68.57586
264,72.81978
265,71.48341
266,72.07405
267,66.08428
268,68.6527
269,69.52255
270,66.36905
271,68.81712
272,72.2329
273,68.57769
274,71.59534
275,66.30292
276,71.16175
277,68.62959
278,71.87304
279,66.73277
280,72.95059
281,70.96724
282,66.39196
283,65.51315
284,71.67543
285,69.40535
286,72.5665
287,65.53059
288,68.36293
289,65.67387
290,71.00463
291,63.519
292,64.46298
293,63.76568
294,66.59295
295,66.65444
296,69.95636
297,62.31243
298,64.2829
299,69.62002
300,67.28535
301,66.3641
302,62.34683
303,65.80561
304,67.96093
305,67.00738
306,63.45926
307,66.95673
308,69.26511
309,68.87141
310,68.49492
311,67.51325
312,68.03682
313,63.69431
314,66.75587
315,65.75687
316,65.25659
317,65.3744
318,69.36662
319,70.29801
320,68.81019
321,70.4356
322,69.33978
323,68.62249
324,68.14704
325,70.3924
326,68.45863
327,71.05952
328,68.87447
329,69.06848
330,69.3785
331,68.73429
332,69.2055
333,70.93123
334,70.77258
335,70.78339
336,66.44331
337,64.38821
338,64.12077
339,66.59465
340,65.84269
341,64.30454
342,64.77398
343,65.53852
344,66.2552
345,66.41167
346,67.13251
347,66.67063
348,66.48743
349,68.28652
350,67.71728
351,69.00286
352,66.68623
353,66.90777
354,69.82172
355,66.95871
356,69.22419
357,68.17053
358,67.79431
359,67.88783
360,67.04151
361,64.21532
362,65.47024
363,69.32834
364,66.69376
365,67.91167
366,66.43291
367,67.5756
368,69.89712
369,68.65399
370,70.40638
371,69.05984
372,65.06507
373,66.20207
374,67.12172
375,65.05939
376,67.56542
377,65.64425
378,67.07986
379,66.85853
380,65.4311
381,65.07682
382,67.268
383,65.48063
384,66.16394
385,67.46648
386,67.89151
387,66.90823
388,66.49206
389,67.2048
390,66.87347
391,65.78038
392,65.46551
393,67.28754
394,65.78231
395,67.68774
396,66.60343
397,67.56251
398,64.01864
399,64.60185
400,67.16424
401,64.9662
402,65.55942
403,67.54504
404,65.01892
405,65.67688
406,64.03093
407,65.77463
408,65.60138
409,66.12724
410,65.39221
411,64.03403
412,64.08394
413,67.75548
414,64.44873
415,67.20227
416,67.5403
417,65.58479
418,66.20132
419,64.21534
420,66.63417
421,65.39883
422,66.08304
423,65.27666
424,67.53848
425,67.80727
426,64.55062
427,64.34663
428,64.73632
429,65.16023
430,64.70248
431,65.67141
432,65.12664
433,65.91654
434,66.35062
435,67.32783
436,66.34328
437,65.90173
438,65.15912
439,66.31024
440,64.45117
441,67.3639
442,67.82925
443,66.81188
444,64.28466
445,66.47838
446,65.18683
447,66.8285
448,69.53099
449,67.33008
450,67.8133
451,67.29759
452,66.81801
453,66.6592
454,69.94407
455,67.55008
456,66.94299
457,66.99717
458,67.91431
459,68.04234
460,68.22885
461,67.54972
462,70.22733
463,68.87682
464,67.06303
465,64.31696
466,67.51721
467,66.92193
468,67.68844
469,65.5486
470,67.41236
471,64.63265
472,64.83762
473,64.73845
474,64.30285
475,66.90104
476,67.29635
477,65.16556
478,64.47129
479,64.79121
480,67.56316
481,66.11306
482,66.22533
483,65.85533
484,64.6311
485,64.94439
486,65.37319
487,66.26899
488,65.26896
489,66.53946
490,64.93254
491,64.75234
492,66.08144
493,67.53164
494,65.6868
495,64.58033
496,65.95017
497,65.63724
498,66.97729
499,66.94507
500,64.72489
501,64.05164
502,64.41675
503,64.09699
504,64.52483
505,67.17002
506,67.75902
507,65.86139
508,67.00919
509,67.11222
510,65.88925
511,67.48326
512,67.47942
513,67.44484
514,67.52124
515,65.62883
516,65.2086
517,66.35112
518,66.64975
519,65.17919
520,65.34769
521,66.24375
522,64.70439
523,67.42157
524,67.39984
525,64.85818
526,67.67542
527,66.30059
528,67.5362
529,67.83884
530,66.4035
531,68.89264
532,68.24131
533,68.36969
534,67.86669
535,73.80751
536,69.95129
537,73.28784
538,70.21291
539,73.37401
540,73.52468
541,72.00875
542,70.29446
543,71.01361
544,68.66635
545,69.18366
546,64.36124
547,64.18698
548,66.39367
549,67.28217
550,64.15021
551,64.77397
552,67.57399
553,67.07684
554,66.91811
555,67.59645
556,64.64287
557,64.27114
558,65.00271
559,65.53001
560,65.85417
561,65.58201
562,66.91887
563,67.89525
564,64.39584
565,66.54406
566,67.6737
567,65.95382
568,65.04914
569,64.48192
570,65.93055
571,71.07484
572,68.5234
573,68.17894
574,68.39705
575,70.22356
576,67.76014
577,67.72649
578,70.03755
579,68.82269
580,70.61881
581,67.5608
582,70.07784
583,70.75372
584,68.43146
585,67.315
586,67.58406
587,64.71925
588,65.47088
589,66.90584
590,67.40322
591,67.40561
592,67.68747
593,64.78139
594,67.6031
595,65.75479
596,67.06971
597,64.71585
598,65.3099
599,67.10952
600,67.89088
601,65.33869
602,65.87459
603,66.71222
604,64.18412
605,65.94935
606,64.26976
607,67.48673
608,67.5291
609,64.10881
610,67.81103
611,65.31466
612,65.10363
613,65.47347
614,65.56219
615,67.00439
616,65.98034
617,66.48661
618,64.15431
619,65.59191
620,67.28103
621,65.58728
622,66.43628
623,65.87489
624,66.02912
625,66.92765
626,67.49216
627,64.82222
628,65.32055
629,65.35424
630,65.34669
631,66.94608
632,67.62244
633,67.13724
634,69.79017
635,67.46477
636,68.34317
637,66.39194
638,68.06879
639,68.47106
640,68.03233
641,66.13732
642,67.152
643,67.91739
644,66.9374
645,66.02051
646,66.34784
647,66.11809
648,64.10171
649,67.55291
650,66.5757
651,67.558
652,66.52105
653,65.82858
654,68.5238
655,71.03473
656,69.72955
657,73.27658
658,71.35536
659,73.86025
660,74.44465
661,71.43342
662,71.66312
663,75.1504
664,74.5986
665,73.02991
666,73.4247
667,70.31367
668,70.74801
669,69.51164
670,72.17568
671,71.78014
672,71.94467
673,70.49273
674,70.8001
675,67.54553
676,68.46302
677,68.45407
678,70.44452
679,70.12065
680,67.32159
681,69.90973
682,66.84803
683,69.24971
684,70.27707
685,67.08199
686,70.14476
687,64.48195
688,65.7408
689,66.82524
690,66.29531
691,65.15453
692,66.23123
693,65.19058
694,64.08452
695,65.80578
696,65.946
697,65.16125
698,65.04738
699,65.33903
700,67.82413
701,66.48963
702,64.77426
703,69.12236
704,70.09402
705,67.40557
706,66.73261
707,67.30091
708,69.98222
709,66.5821
710,69.05972
711,68.43628
712,69.89178
713,68.60517
714,66.37956
715,66.77079
716,65.40328
717,64.75129
718,65.27504
719,66.51396
720,64.82137
721,65.81299
722,65.85044
723,66.53737
724,66.77476
725,67.80156
726,66.40101
727,67.14093
728,65.52525
729,65.87744
730,65.2527
731,67.43785
732,64.02527
733,66.78495
734,64.4176
735,65.23285
736,64.19023
737,65.32907
738,67.09784
739,67.29071
740,64.24657
741,66.97582
742,66.10327
743,64.48067
744,67.07568
745,64.26178
746,66.32523
747,67.34812
748,65.84059
749,66.62295
750,64.46123
751,65.81096
752,66.45252
753,65.42356
754,66.39302
755,64.91671
756,66.73275
757,66.81379
758,64.03808
759,64.75309
760,67.64223
761,66.63714
762,64.94646
763,66.2281
764,65.93168
765,66.8187
766,66.34911
767,67.12553
768,66.55988
769,64.25762
770,64.27089
771,67.36333
772,62.14609
773,66.69997
774,65.12909
775,64.78418
776,68.74324
777,65.80123
778,67.66373
779,68.21787
780,65.09638
781,67.19324
782,62.75518
783,64.08402
784,62.75308
785,67.64646
786,64.06847
787,63.46321
788,69.84785
789,64.15574
790,64.09719
791,62.61775
792,68.4949
793,64.78727
794,65.827
795,63.3264
796,69.95042
797,68.16822
798,64.47134
799,64.74937
800,69.04891
801,69.21398
802,66.13938
803,66.14176
804,69.2118
805,66.40546
806,68.11575
807,68.54238
808,67.88871
809,65.81509
810,68.77865
811,66.72682
812,63.83331
813,66.78781
814,65.84578
815,66.78972
816,63.21847
817,69.52213
818,68.12133
819,68.65001
820,65.99261
821,67.80511
822,69.68581
823,67.49299
824,67.12573
825,69.04352
826,71.27502
827,71.51064
828,69.07747
829,71.41868
830,71.95906
831,75.49658
832,73.95953
833,71.14401
834,67.955
835,74.58506
836,73.03607
837,64.95586
838,66.98878
839,65.5217
840,72.53931
841,73.2634
842,72.46808
843,73.10087
844,65.93631
845,66.86444
846,66.5833
847,66.46989
848,72.64707
849,72.32823
850,69.47403
851,70.05623
852,70.53705
853,67.54598
854,72.1177
855,70.4167
856,65.47374
857,68.94509
858,65.99725
859,64.32968
860,67.75323
861,69.96088
862,69.2752
863,70.55916
864,69.13141
865,67.55155
866,67.0554
867,65.86503
868,67.14589
869,72.52372
870,65.45428
871,71.75571
872,66.32537
873,62.05094
874,67.86176
875,64.38434
876,69.88578
877,66.36388
878,63.2534
879,69.33912
880,63.01751
881,62.70323
882,67.97726
883,69.49639
884,65.4
