Fault log of Dyd2
Iteration,Time(s),Current(A),Code
23.000000,24.000000,0.375409,-1.000000
42.000000,43.000000,0.382959,-1.000000
48.000000,49.000000,0.340897,-1.000000
54.000000,55.000000,0.306214,-1.000000
84.000000,85.000000,0.359904,-1.000000
93.000000,94.000000,0.169901,-1.000000
101.000000,102.000000,0.368641,-1.000000
107.000000,108.000000,0.397875,-1.000000
112.000000,113.000000,0.329339,-1.000000
219.000000,220.000000,0.394132,-1.000000
233.000000,234.000000,0.427630,-1.000000
236.000000,237.000000,0.162496,-1.000000
296.000000,297.000000,0.316444,-1.000000
350.000000,351.000000,0.177670,-1.000000
353.000000,354.000000,0.341981,-1.000000
360.000000,361.000000,0.390493,-1.000000
365.000000,366.000000,0.179441,-1.000000
369.000000,370.000000,0.352518,-1.000000
375.000000,376.000000,0.035187,-1.000000
384.000000,385.000000,0.439967,-1.000000
386.000000,387.000000,0.318299,-1.000000
400.000000,401.000000,0.163036,-1.000000
408.000000,409.000000,0.303829,-1.000000
417.000000,418.000000,-0.001836,-1.000000
424.000000,425.000000,0.394255,-1.000000
427.000000,428.000000,0.229320,-1.000000
430.000000,431.000000,0.106533,-1.000000
463.000000,464.000000,0.313338,-1.000000
545.000000,546.000000,0.377857,-1.000000
549.000000,550.000000,0.312788,-1.000000
572.000000,573.000000,0.191234,-1.000000
598.000000,599.000000,0.375127,-1.000000
602.000000,603.000000,0.152562,-1.000000
621.000000,622.000000,0.144336,-1.000000
629.000000,630.000000,0.360158,-1.000000
633.000000,634.000000,0.367426,-1.000000
641.000000,642.000000,0.406139,-1.000000
645.000000,646.000000,0.377084,-1.000000
650.000000,651.000000,0.480498,-1.000000
657.000000,658.000000,0.353702,-1.000000
661.000000,662.000000,0.249744,-1.000000
744.000000,745.000000,0.331468,-1.000000
749.000000,750.000000,0.298548,-1.000000
1201.000000,1202.000000,0.375518,-1.000000
1213.000000,1214.000000,0.466036,-1.000000
1217.000000,1218.000000,0.350172,-1.000000
1220.000000,1221.000000,0.478552,-1.000000
1223.000000,1224.000000,0.131820,-1.000000
1240.000000,1241.000000,0.385516,-1.000000
1254.000000,1255.000000,0.248414,-1.000000
1346.000000,1347.000000,0.330770,-1.000000
1361.000000,1362.000000,0.356111,-1.000000
1363.000000,1364.000000,0.241573,-1.000000
1367.000000,1368.000000,0.350848,-1.000000
1373.000000,1374.000000,0.191101,-1.000000
1378.000000,1379.000000,0.171849,-1.000000
1383.000000,1384.000000,0.176463,-1.000000
1404.000000,1405.000000,0.352509,-1.000000
1415.000000,1416.000000,0.142702,-1.000000
1420.000000,1421.000000,0.167672,-1.000000
1424.000000,1425.000000,0.383326,-1.000000
1429.000000,1430.000000,0.222107,-1.000000
1433.000000,1434.000000,0.355545,-1.000000
1449.000000,1450.000000,0.139149,-1.000000
1458.000000,1459.000000,0.127570,-1.000000
1464.000000,1465.000000,0.183498,-1.000000
1468.000000,1469.000000,0.214913,-1.000000
1488.000000,1489.000000,0.219798,-1.000000
1495.000000,1496.000000,0.370055,-1.000000
1502.000000,1503.000000,0.166879,-1.000000
