Fault log of Dyd2
Iteration,Time(s),Current(A),Code
378.000000,379.000000,0.658684,-1.000000
447.000000,448.000000,-0.039430,-1.000000
450.000000,451.000000,0.048012,-1.000000
473.000000,474.000000,0.640697,-1.000000
507.000000,508.000000,0.637579,-1.000000
516.000000,517.000000,-0.007496,-1.000000
520.000000,521.000000,-0.040918,-1.000000
531.000000,532.000000,-0.052653,-1.000000
535.000000,536.000000,0.018861,-1.000000
546.000000,547.000000,-0.041639,-1.000000
560.000000,561.000000,-0.014098,-1.000000
584.000000,585.000000,0.066786,-1.000000
592.000000,593.000000,-0.017813,-1.000000
599.000000,600.000000,-0.017723,-1.000000
1146.000000,1147.000000,0.059439,-1.000000
1156.000000,1157.000000,0.070679,-1.000000
1161.000000,1162.000000,0.022548,-1.000000
1172.000000,1173.000000,0.056564,-1.000000
1179.000000,1180.000000,0.028711,-1.000000
1185.000000,1186.000000,-0.048324,-1.000000
1192.000000,1193.000000,0.026463,-1.000000
1199.000000,1200.000000,0.561466,-1.000000
1213.000000,1214.000000,0.077709,-1.000000
1216.000000,1217.000000,0.005342,-1.000000
1221.000000,1222.000000,0.027112,-1.000000
1244.000000,1245.000000,0.054175,-1.000000
1248.000000,1249.000000,-0.041161,-1.000000
1253.000000,1254.000000,0.060751,-1.000000
1257.000000,1258.000000,-0.001720,-1.000000
1260.000000,1261.000000,-0.034328,-1.000000
1493.000000,1494.000000,-0.012724,-1.000000
1502.000000,1503.000000,0.615593,-1.000000
1516.000000,1517.000000,-0.046781,-1.000000
1519.000000,1520.000000,-0.023865,-1.000000
1524.000000,1525.000000,-0.007143,-1.000000
1529.000000,1530.000000,-0.026167,-1.000000
1536.000000,1537.000000,0.048300,-1.000000
1541.000000,1542.000000,0.006854,-1.000000
1547.000000,1548.000000,-0.006190,-1.000000
1552.000000,1553.000000,0.004361,-1.000000
1557.000000,1558.000000,-0.015372,-1.000000
1560.000000,1561.000000,-0.031323,-1.000000
1586.000000,1587.000000,0.593574,-1.000000
1590.000000,1591.000000,0.000957,-1.000000
1612.000000,1613.000000,0.588723,-1.000000
1619.000000,1620.000000,0.586312,-1.000000
1622.000000,1623.000000,0.541713,-1.000000
1751.000000,1752.000000,0.632087,-1.000000
1761.000000,1762.000000,0.030852,-1.000000
1769.000000,1770.000000,0.062198,-1.000000
1777.000000,1778.000000,0.610481,-1.000000
1782.000000,1783.000000,0.061107,-1.000000
1803.000000,1804.000000,0.025636,-1.000000
1807.000000,1808.000000,-0.008772,-1.000000
1817.000000,1818.000000,0.031601,-1.000000
1820.000000,1821.000000,0.007792,-1.000000
1824.000000,1825.000000,-0.053452,-1.000000
1830.000000,1831.000000,0.578472,-1.000000
1835.000000,1836.000000,0.587080,-1.000000
1842.000000,1843.000000,0.064790,-1.000000
1845.000000,1846.000000,-0.044623,-1.000000
1852.000000,1853.000000,0.043998,-1.000000
1908.000000,1909.000000,0.667178,-1.000000
1915.000000,1916.000000,0.604789,-1.000000
1923.000000,1924.000000,-0.042588,-1.000000
1930.000000,1931.000000,0.016520,-1.000000
1944.000000,1945.000000,0.011809,-1.000000
1948.000000,1949.000000,-0.020765,-1.000000
1956.000000,1957.000000,0.907962,-1.000000
1965.000000,1966.000000,0.756772,-1.000000
1972.000000,1973.000000,0.068553,-1.000000
1977.000000,1978.000000,0.026128,-1.000000
1983.000000,1984.000000,-0.017725,-1.000000
1991.000000,1992.000000,-0.041567,-1.000000
1996.000000,1997.000000,0.027745,-1.000000
2011.000000,2012.000000,0.047119,-1.000000
2014.000000,2015.000000,0.031000,-1.000000
2019.000000,2020.000000,-0.033254,-1.000000
2027.000000,2028.000000,0.067350,-1.000000
2261.000000,2262.000000,0.520996,-1.000000
2268.000000,2269.000000,0.534288,-1.000000
2285.000000,2286.000000,0.510591,-1.000000
2324.000000,2325.000000,0.496950,-1.000000
2359.000000,2360.000000,0.509934,-1.000000
2554.000000,2555.000000,0.514081,-1.000000
2570.000000,2571.000000,0.634334,-1.000000
2604.000000,2605.000000,0.636524,-1.000000
2612.000000,2613.000000,0.465728,-1.000000
2615.000000,2616.000000,0.605522,-1.000000
2620.000000,2621.000000,0.757703,-1.000000
2653.000000,2654.000000,0.599831,-1.000000
2663.000000,2664.000000,0.639397,-1.000000
2671.000000,2672.000000,0.605754,-1.000000
2684.000000,2685.000000,0.637161,-1.000000
2688.000000,2689.000000,0.637139,-1.000000
2692.000000,2693.000000,0.602867,-1.000000
2699.000000,2700.000000,0.556977,-1.000000
2729.000000,2730.000000,0.631769,-1.000000
2740.000000,2741.000000,0.572580,-1.000000
2745.000000,2746.000000,0.643618,-1.000000
2763.000000,2764.000000,0.589115,-1.000000
2771.000000,2772.000000,0.590868,-1.000000
2787.000000,2788.000000,0.635565,-1.000000
2792.000000,2793.000000,0.469581,-1.000000
2795.000000,2796.000000,0.653512,-1.000000
2828.000000,2829.000000,0.470625,-1.000000
2830.000000,2831.000000,0.587743,-1.000000
2836.000000,2837.000000,0.501751,-1.000000
2841.000000,2842.000000,0.624733,-1.000000
2845.000000,2846.000000,0.478700,-1.000000
2849.000000,2850.000000,0.637742,-1.000000
2853.000000,2854.000000,0.499554,-1.000000
2884.000000,2885.000000,0.479740,-1.000000
2887.000000,2888.000000,0.476517,-1.000000
2983.000000,2984.000000,0.502308,-1.000000
2996.000000,2997.000000,0.486506,-1.000000
3262.000000,3263.000000,0.678539,-1.000000
3353.000000,3354.000000,0.580892,-1.000000
3362.000000,3363.000000,0.578966,-1.000000
3462.000000,3463.000000,0.505171,-1.000000
3469.000000,3470.000000,0.618500,-1.000000
3519.000000,3520.000000,0.711974,-1.000000
3535.000000,3536.000000,0.505464,-1.000000
3543.000000,3544.000000,0.565826,-1.000000
3546.000000,3547.000000,0.585553,-1.000000
3549.000000,3550.000000,0.576703,-1.000000
3636.000000,3637.000000,0.946646,-1.000000
3684.000000,3685.000000,0.688869,-1.000000
3686.000000,3687.000000,0.893579,-1.000000
3689.000000,3690.000000,0.898288,-1.000000
3694.000000,3695.000000,0.763123,-1.000000
3708.000000,3709.000000,0.896052,-1.000000
3727.000000,3728.000000,0.750642,-1.000000
3759.000000,3760.000000,0.597501,-1.000000
3936.000000,3937.000000,0.627192,-1.000000
3954.000000,3955.000000,0.620100,-1.000000
3959.000000,3960.000000,0.797702,-1.000000
3969.000000,3970.000000,0.604548,-1.000000
3971.000000,3972.000000,0.764002,-1.000000
3974.000000,3975.000000,0.599465,-1.000000
3980.000000,3981.000000,0.696576,-1.000000
3983.000000,3984.000000,0.583526,-1.000000
3985.000000,3986.000000,0.798562,-1.000000
4003.000000,4004.000000,0.599492,-1.000000
4006.000000,4007.000000,0.798622,-1.000000
4011.000000,4012.000000,0.583957,-1.000000
4016.000000,4017.000000,0.771188,-1.000000
4019.000000,4020.000000,0.653131,-1.000000
4023.000000,4024.000000,0.802808,-1.000000
4030.000000,4031.000000,0.590528,-1.000000
4033.000000,4034.000000,0.093332,-1.000000
4047.000000,4048.000000,0.051955,-1.000000
4057.000000,4058.000000,0.076209,-1.000000
4072.000000,4073.000000,0.096480,-1.000000
4095.000000,4096.000000,0.059593,-1.000000
4109.000000,4110.000000,0.067993,-1.000000
4114.000000,4115.000000,0.075995,-1.000000
4116.000000,4117.000000,0.519374,-1.000000
4124.000000,4125.000000,0.092405,-1.000000
4156.000000,4157.000000,0.616852,-1.000000
4250.000000,4251.000000,0.611260,-1.000000
4418.000000,4419.000000,0.521561,-1.000000
4431.000000,4432.000000,0.588143,-1.000000
4437.000000,4438.000000,0.578334,-1.000000
4442.000000,4443.000000,0.068323,-1.000000
4456.000000,4457.000000,0.106626,-1.000000
4460.000000,4461.000000,0.083717,-1.000000
4473.000000,4474.000000,0.110890,-1.000000
4481.000000,4482.000000,0.656079,-1.000000
4489.000000,4490.000000,0.653202,-1.000000
