Fault log of Dyd2
Iteration,Time(s),Current(A),Code
2426.000000,2427.000000,3.078255,-1.000000
2426.000000,2427.000000,3.078255,-2.000000
3562.000000,3563.000000,0.804803,-1.000000
3709.000000,3710.000000,1.009915,-1.000000
3712.000000,3713.000000,0.860834,-1.000000
4367.000000,4368.000000,0.879788,-1.000000
4376.000000,4377.000000,0.887134,-1.000000
4563.000000,4564.000000,0.902472,-1.000000
4625.000000,4626.000000,3.171262,-1.000000
4625.000000,4626.000000,3.171262,-2.000000
5235.000000,5236.000000,2.945897,-1.000000
5616.000000,5617.000000,0.868642,-2.000000
5879.000000,5880.000000,0.898224,-1.000000
5882.000000,5883.000000,0.883332,-1.000000
6033.000000,6034.000000,0.869823,-1.000000
6334.000000,6335.000000,0.867365,-1.000000
6369.000000,6370.000000,0.895184,-1.000000
6569.000000,6570.000000,0.988048,-1.000000
6657.000000,6658.000000,0.811035,-1.000000
6659.000000,6660.000000,1.103301,-1.000000
6663.000000,6664.000000,0.804067,-1.000000
6667.000000,6668.000000,1.013172,-1.000000
6700.000000,6701.000000,0.880552,-1.000000
6733.000000,6734.000000,1.068508,-1.000000
6871.000000,6872.000000,0.799766,-1.000000
6894.000000,6895.000000,0.939077,-1.000000
6900.000000,6901.000000,0.802205,-1.000000
6921.000000,6922.000000,0.827756,-2.000000
7000.000000,7001.000000,0.890540,-1.000000
7005.000000,7006.000000,0.798437,-1.000000
7071.000000,7072.000000,0.904031,-1.000000
7077.000000,7078.000000,0.817742,-1.000000
7110.000000,7111.000000,2.818546,-1.000000
7110.000000,7111.000000,2.818546,-2.000000
7333.000000,7334.000000,0.902888,-2.000000
7347.000000,7348.000000,0.800031,-1.000000
7392.000000,7393.000000,0.570458,-2.000000
7420.000000,7421.000000,0.929164,-1.000000
7424.000000,7425.000000,0.822596,-1.000000
7427.000000,7428.000000,0.947684,-1.000000
7434.000000,7435.000000,0.912327,-1.000000
7440.000000,7441.000000,0.909665,-1.000000
7464.000000,7465.000000,0.815349,-1.000000
7488.000000,7489.000000,0.942587,-1.000000
7492.000000,7493.000000,0.938657,-1.000000
7516.000000,7517.000000,0.690994,-2.000000
7571.000000,7572.000000,0.812463,-1.000000
7592.000000,7593.000000,0.816831,-1.000000
