Data Sets simulated by the Matlab function dataSetsGenerator,
Index (s),LatchCurrent (mA)
1,65.57007
2,66.74071
3,67.95437
4,65.8978
5,67.23105
6,64.40107
7,65.97078
8,66.57181
9,66.70219
10,66.51469
11,65.39506
12,64.01235
13,64.39588
14,65.036
15,65.82901
16,66.24767
17,67.75202
18,66.51672
19,66.67972
20,65.55769
21,64.77314
22,67.29213
23,64.95687
24,65.70693
25,64.89644
26,64.29636
27,67.67082
28,64.73601
29,65.64062
30,67.49062
31,64.56051
32,64.18955
33,66.09001
34,67.58814
35,66.28043
36,67.84028
37,65.78382
38,67.9703
39,67.22403
40,66.55648
41,69.60985
42,67.35996
43,68.00009
44,67.35944
45,66.83916
46,69.02958
47,68.16388
48,69.98588
49,70.14391
50,67.98835
51,67.66434
52,64.06041
53,65.82541
54,66.06962
55,65.45524
56,65.87407
57,66.93074
58,65.44303
59,67.17645
60,67.15785
61,64.41551
62,67.73483
63,67.87847
64,66.20803
65,66.44625
66,64.98793
67,65.30502
68,65.24496
69,65.47876
70,67.05202
71,65.01087
72,67.84434
73,65.82909
74,65.17173
75,64.30987
76,67.99267
77,65.51391
78,65.35203
79,67.72565
80,66.9448
81,65.90442
82,66.12867
83,65.95128
84,67.78
85,67.58053
86,64.04775
87,64.04043
88,66.02182
89,66.7551
90,66.25369
91,67.31884
92,64.22651
93,64.53453
94,66.8991
95,67.55518
96,66.00605
97,65.63807
98,66.78278
99,65.73775
100,65.9306
101,67.74163
102,67.86318
103,70.35313
104,70.39891
105,70.19761
106,67.82485
107,68.20229
108,64.25002
109,66.75371
110,67.40671
111,67.80779
112,64.74443
113,66.12196
114,67.30925
115,65.63295
116,67.06294
117,65.55517
118,67.64118
119,65.45971
120,67.52559
121,67.02021
122,64.35418
123,66.64705
124,65.30382
125,66.36364
126,64.39049
127,64.40062
128,65.29002
129,67.47722
130,66.28434
131,64.7365
132,66.28024
133,65.41837
134,66.41457
135,67.60482
136,65.58977
137,66.49676
138,66.32807
139,65.48185
140,67.74029
141,66.57087
142,64.96009
143,66.95792
144,64.0373
145,67.41543
146,67.24634
147,64.63334
148,65.06967
149,65.99895
150,64.00246
151,66.16623
152,74.47025
153,71.13786
154,71.88582
155,74.05056
156,72.54637
157,71.76557
158,72.53567
159,71.61403
160,74.36411
161,74.42076
162,70.74438
163,71.46984
164,71.16878
165,73.10019
166,74.4146
167,73.29536
168,73.87703
169,71.83081
170,79.77342
171,79.08846
172,80.26015
173,80.45699
174,81.66366
175,78.96819
176,78.99072
177,80.40063
178,81.89239
179,79.29824
180,78.54601
181,81.20472
182,79.64205
183,78.58172
184,76.34223
185,75.14913
186,68.20233
187,69.89927
188,71.45771
189,71.46873
190,68.63211
191,71.7949
192,68.53373
193,68.57604
194,68.57607
195,68.85995
196,70.76566
197,70.01683
198,71.11684
199,71.30442
200,68.14746
201,68.13786
202,70.54086
203,71.86407
204,70.79298
205,68.28099
206,71.59445
207,71.36643
208,74.15104
209,72.80546
210,68.45857
211,67.77374
212,69.07976
213,68.81808
214,68.73132
215,69.69949
216,70.0791
217,68.13647
218,65.70427
219,66.44931
220,67.3341
221,65.37851
222,67.1116
223,64.90711
224,67.10943
225,65.28166
226,66.82158
227,66.58722
228,66.86953
229,65.9238
230,66.70979
231,65.17357
232,64.60567
233,65.99098
234,65.3669
235,64.75278
236,67.13489
237,65.6873
238,67.79118
239,66.25541
240,65.73181
241,65.52288
242,64.77924
243,67.23874
244,64.80018
245,65.95094
246,65.1076
247,66.3455
248,64.36795
249,64.78452
250,66.52828
251,64.26057
252,67.89928
253,65.54168
254,65.43391
255,66.0498
256,67.73052
257,64.53809
258,65.89837
259,66.5459
260,67.01296
261,67.75239
262,65.33862
263,64.05045
264,67.3714
265,69.26119
266,68.74532
267,67.35285
268,70.22461
269,69.69141
270,67.86014
271,68.37976
272,68.70097
273,67.77374
274,70.17046
275,69.43541
276,67.30015
277,66.57474
278,67.66111
279,67.95868
280,67.46728
281,68.09499
282,64.30179
283,67.21816
284,67.88795
285,65.81398
286,66.47624
287,65.92336
288,66.90771
289,67.07454
290,65.31814
291,66.38714
292,68.63273
293,67.00082
294,68.26179
295,69.56038
296,67.63405
297,70.0811
298,68.07835
299,66.50676
300,68.68333
301,68.54913
302,70.03522
303,68.83246
304,66.46274
305,68.37849
306,68.38866
307,67.39604
308,67.81725
309,67.78409
310,64.86385
311,66.43705
312,65.12516
313,64.81738
314,65.74901
315,65.7223
316,66.36658
317,64.48576
318,65.43202
319,65.47381
320,67.67525
321,66.40195
322,73.99781
323,70.64801
324,70.90953
325,72.73371
326,70.37007
327,72.46109
328,70.73963
329,72.21025
330,72.44372
331,72.03857
332,71.20366
333,70.9359
334,73.51152
335,71.79863
336,72.44483
337,71.19051
338,73.58175
339,75.20942
340,76.98966
341,75.08164
342,75.93514
343,77.94074
344,75.53068
345,73.46177
346,75.06591
347,77.14683
348,76.43599
349,76.31733
350,77.77914
351,80.32478
352,81.02697
353,77.19393
354,76.08234
355,82.98147
356,80.23261
357,81.89519
358,81.3272
359,80.7294
360,79.7426
361,73.76154
362,70.0844
363,69.70137
364,68.65228
365,68.90606
366,71.16588
367,69.32384
368,70.19203
369,70.02408
370,70.26593
371,70.49289
372,70.66446
373,72.18647
374,69.34551
375,70.71109
376,71.10862
377,71.14843
378,71.32313
379,71.94455
380,67.24192
381,64.20111
382,65.293
383,65.68019
384,67.847
385,67.85612
386,67.58606
387,67.81968
388,65.06647
389,64.22565
390,66.35691
391,64.3197
392,64.67321
393,64.13218
394,64.76833
395,64.835
396,65.96884
397,64.68323
398,66.02932
399,66.42346
400,63.29334
401,64.94391
402,67.79146
403,67.15464
404,69.42685
405,62.41915
406,65.51957
407,67.3441
408,69.74097
409,62.82852
410,66.60036
411,65.2128
412,65.75235
413,63.80855
414,66.82976
415,69.70707
416,65.13922
417,65.81417
418,67.84497
419,63.80143
420,64.65045
421,68.26154
422,69.83918
423,69.73013
424,63.32743
425,65.10321
426,62.2132
427,65.94267
428,67.81108
429,69.45048
430,64.6477
431,69.05625
432,62.92957
433,64.0685
434,65.5379
435,67.39283
436,67.56303
437,67.31421
438,65.23155
439,65.14819
440,63.56096
441,62.36464
442,64.04901
443,69.80866
444,69.83426
445,63.91944
446,66.03785
447,68.60725
448,64.87964
449,68.7898
450,68.0927
451,66.70805
452,68.96545
453,64.68781
454,69.42887
455,72.08478
456,66.78252
457,67.92208
458,70.56994
459,70.31242
460,69.41821
461,70.45896
462,66.87384
463,67.03312
464,63.81483
465,65.88577
466,67.85475
467,65.92207
468,63.81816
469,64.8943
470,63.79874
471,66.38579
472,67.16528
473,68.34847
474,66.32189
475,65.25825
476,66.04644
477,62.41073
478,66.99703
479,65.24347
480,69.61595
481,64.87761
482,65.71879
483,65.40873
484,68.03754
485,69.88084
486,67.2538
487,68.95862
488,70.54073
489,71.45035
490,69.66195
491,68.42589
492,71.1946
493,65.1244
494,65.43895
495,65.26563
496,65.36354
497,67.08037
498,64.94467
499,64.21744
500,67.27901
501,67.65702
502,65.38215
503,66.63945
504,65.0577
505,65.16906
506,67.39476
507,67.652
508,66.04928
509,64.62217
510,66.71118
511,67.44942
512,64.84161
513,66.5867
514,67.18389
515,64.27646
516,67.39112
517,66.20501
518,65.59331
519,65.25548
520,67.93912
521,64.23039
522,66.58914
523,64.68313
524,67.48196
525,65.75004
526,64.83098
527,66.27873
528,67.63249
529,67.55749
530,65.64786
531,66.43137
532,65.24807
533,65.92598
534,65.14197
535,65.58591
536,64.8335
537,64.66299
538,65.2319
539,65.9089
540,65.94641
541,64.82886
542,64.88852
543,64.58281
544,66.65073
545,65.60269
546,65.87614
547,67.97994
548,64.54791
549,65.71812
550,65.97342
