Temps(ms),Voie3,Voie4
Taken from test0010
0,11
10,10
20,10
30,12
40,10
50,12
60,10
70,11
80,14
90,13
100,11
110,12
120,11
130,12
140,13
150,12
160,11
170,10
180,9
190,12
200,12
210,11
220,12
230,12
240,10
250,14
260,9
270,11
280,11
290,12
300,12
310,12
320,12
330,12
340,10
350,11
360,14
370,12
380,9
390,12
400,11
410,10
420,13
430,13
440,12
450,13
460,10
470,11
480,11
490,12
500,9
510,13
520,11
530,12
540,12
550,11
560,14
570,12
580,12
590,12
600,11
610,12
620,12
630,10
640,12
650,11
660,13
670,12
680,13
690,11
700,10
710,12
720,9
730,12
740,11
750,11
760,11
770,10
780,10
790,11
800,12
810,12
820,13
830,13
840,10
850,13
860,12
870,11
880,12
890,9
900,12
910,12
920,12
930,12
940,13
950,11
960,14
970,12
980,10
990,12
1000,12
1010,12
1020,13
1030,12
1040,12
1050,11
1060,12
1070,10
1080,13
1090,10
1100,11
1110,12
1120,15
1130,12
1140,12
1150,12
1160,13
1170,14
1180,11
1190,11
1200,12
1210,13
1220,12
1230,12
1240,11
1250,12
1260,10
1270,12
1280,12
1290,13
1300,12
1310,12
1320,12
1330,12
1340,12
1350,11
1360,14
1370,10
1380,12
1390,11
1400,12
1410,12
1420,13
1430,11
1440,12
1450,10
1460,11
1470,12
1480,9
1490,12
1500,13
1510,11
1520,11
1530,12
1540,12
1550,13
1560,11
1570,11
1580,11
1590,12
1600,11
1610,12
1620,12
1630,12
1640,9
1650,11
1660,11
1670,12
1680,11
1690,11
1700,11
1710,12
1720,11
1730,11
1740,10
1750,11
1760,12
1770,10
1780,11
1790,12
1800,14
1810,11
1820,11
1830,12
1840,14
1850,12
1860,12
1870,11
1880,12
1890,13
1900,13
1910,12
1920,11
1930,12
1940,12
1950,9
1960,13
1970,11
1980,10
1990,9
2000,11
2010,13
2020,13
2030,12
2040,11
2050,12
2060,12
2070,14
2080,14
2090,12
2100,14
2110,7
2120,12
2130,12
2140,14
2150,11
2160,10
2170,10
2180,13
2190,11
2200,12
2210,12
2220,11
2230,10
2240,13
2250,12
2260,11
2270,12
2280,12
2290,11
2300,12
2310,13
2320,11
2330,9
2340,14
2350,12
2360,11
2370,12
2380,13
2390,12
2400,14
2410,12
2420,11
2430,14
2440,9
2450,11
2460,11
2470,11
2480,10
2490,11
2500,10
2510,11
2520,13
2530,13
2540,10
2550,15
2560,11
2570,12
2580,9
2590,11
2600,11
2610,12
2620,13
2630,12
2640,12
2650,11
2660,10
2670,12
2680,11
2690,12
2700,11
2710,11
2720,10
2730,12
2740,12
2750,12
2760,12
2770,10
2780,12
2790,10
2800,9
2810,11
2820,11
2830,13
2840,11
2850,11
2860,12
2870,11
2880,11
2890,10
2900,12
2910,10
2920,12
2930,12
2940,10
2950,13
2960,13
2970,10
2980,12
2990,11
3000,12
3010,12
3020,11
3030,12
3040,11
3050,14
3060,11
3070,12
3080,13
3090,9
3100,10
3110,11
3120,12
3130,12
3140,13
3150,11
3160,11
3170,10
3180,12
3190,11
3200,9
3210,11
3220,12
3230,12
3240,9
3250,9
3260,12
3270,12
3280,12
3290,11
3300,11
3310,14
3320,12
3330,11
3340,10
3350,11
3360,11
3370,11
3380,13
3390,12
3400,12
3410,11
3420,12
3430,12
3440,12
3450,11
3460,11
3470,11
3480,12
3490,12
3500,12
3510,12
3520,11
3530,11
3540,11
3550,13
3560,11
3570,12
3580,12
3590,12
3600,12
3610,11
3620,11
3630,12
3640,11
3650,10
3660,11
3670,12
3680,14
3690,12
3700,12
3710,11
3720,12
3730,10
3740,12
3750,11
3760,9
3770,11
3780,10
3790,12
3800,10
3810,10
3820,12
3830,12
3840,11
3850,13
3860,13
3870,12
3880,12
3890,12
3900,10
3910,12
3920,10
3930,12
3940,12
3950,11
3960,12
3970,14
3980,13
3990,7
4000,12
4010,12
4020,12
4030,9
4040,12
4050,11
4060,10
4070,11
4080,11
4090,11
4100,10
4110,11
4120,12
4130,11
4140,13
4150,10
4160,10
4170,11
4180,12
4190,10
4200,11
4210,12
4220,12
4230,12
