Fault log of Dyd2
Iteration,Time(s),Current(A),Code
23.000000,24.000000,0.344333,-1.000000
48.000000,49.000000,0.312668,-1.000000
58.000000,59.000000,0.144587,-1.000000
82.000000,83.000000,0.406498,-1.000000
112.000000,113.000000,0.302063,-1.000000
225.000000,226.000000,0.434340,-1.000000
233.000000,234.000000,0.392246,-1.000000
296.000000,297.000000,0.290232,-1.000000
350.000000,351.000000,0.162906,-1.000000
352.000000,353.000000,0.437454,-1.000000
358.000000,359.000000,0.271864,-1.000000
363.000000,364.000000,0.231279,-1.000000
367.000000,368.000000,0.227047,-1.000000
371.000000,372.000000,0.407232,-1.000000
386.000000,387.000000,0.291934,-1.000000
406.000000,407.000000,0.135901,-1.000000
408.000000,409.000000,0.278658,-1.000000
416.000000,417.000000,0.410950,-1.000000
427.000000,428.000000,0.210295,-1.000000
463.000000,464.000000,0.287383,-1.000000
549.000000,550.000000,0.286877,-1.000000
572.000000,573.000000,0.175351,-1.000000
598.000000,599.000000,0.344074,-1.000000
619.000000,620.000000,0.390977,-1.000000
621.000000,622.000000,0.132321,-1.000000
629.000000,630.000000,0.330340,-1.000000
633.000000,634.000000,0.337008,-1.000000
641.000000,642.000000,0.372528,-1.000000
645.000000,646.000000,0.345870,-1.000000
660.000000,661.000000,0.319534,-1.000000
749.000000,750.000000,0.273812,-1.000000
1201.000000,1202.000000,0.344433,-1.000000
1213.000000,1214.000000,0.427484,-1.000000
1223.000000,1224.000000,0.120838,-1.000000
1234.000000,1235.000000,0.413848,-1.000000
1240.000000,1241.000000,0.353606,-1.000000
1346.000000,1347.000000,0.303376,-1.000000
1349.000000,1350.000000,0.395545,-1.000000
1360.000000,1361.000000,0.442791,-1.000000
1401.000000,1402.000000,0.290976,-1.000000
1403.000000,1404.000000,0.394702,-1.000000
1415.000000,1416.000000,0.130822,-1.000000
1426.000000,1427.000000,0.372555,-1.000000
1429.000000,1430.000000,0.203677,-1.000000
1442.000000,1443.000000,0.376055,-1.000000
1449.000000,1450.000000,0.127562,-1.000000
