Temps(ms),Voie3,Voie4
Taken from test0011
282010.0,11.0,13
282020.0,12.0,12
282030.0,12.0,12
282040.0,8.0,12
282050.0,12.0,12
282060.0,13.0,13
282070.0,12.0,12
282080.0,11.0,12
282090.0,11.0,13
282100.0,12.0,12
282110.0,13.0,13
282120.0,13.0,13
282130.0,12.0,13
282140.0,11.0,12
282150.0,12.0,12
282160.0,11.0,12
282170.0,12.0,13
282180.0,13.0,12
282190.0,11.0,12
282200.0,11.0,12
282210.0,13.0,12
282220.0,11.0,12
282230.0,12.0,12
282240.0,11.0,12
282250.0,12.0,12
282260.0,11.0,12
282270.0,9.0,13
282280.0,12.0,13
282290.0,12.0,12
282300.0,12.0,13
282310.0,10.0,13
282320.0,8.0,13
282330.0,12.0,12
282340.0,11.0,12
282350.0,12.0,13
282360.0,11.0,13
282370.0,12.0,13
282380.0,9.0,12
282390.0,11.0,13
282400.0,12.0,12
282410.0,10.0,12
282420.0,12.0,13
282430.0,12.0,12
282440.0,11.0,13
282450.0,12.0,13
282460.0,11.0,12
282470.0,13.0,12
282480.0,12.0,12
282490.0,13.0,12
282500.0,15.0,12
282510.0,11.0,12
282520.0,12.0,12
282530.0,12.0,12
282540.0,12.0,12
282550.0,11.0,12
282560.0,12.0,13
282570.0,11.0,12
282580.0,12.0,12
282590.0,12.0,12
282600.0,13.0,12
282610.0,12.0,12
282620.0,13.0,13
282630.0,11.0,12
282640.0,12.0,12
282650.0,12.0,12
282660.0,12.0,13
282670.0,12.0,12
282680.0,10.0,13
282690.0,11.0,12
282700.0,10.0,12
282710.0,12.0,12
282720.0,11.0,12
282730.0,11.0,12
282740.0,11.0,12
282750.0,10.0,12
282760.0,10.0,12
282770.0,12.0,12
282780.0,10.0,13
282790.0,11.0,12
282800.0,13.0,12
282810.0,12.0,13
282820.0,12.0,12
282830.0,12.0,12
282840.0,11.0,12
282850.0,9.0,12
282860.0,11.0,12
282870.0,11.0,12
282880.0,11.0,12
282890.0,12.0,12
282900.0,13.0,12
282910.0,11.0,12
282920.0,10.0,12
282930.0,10.0,12
282940.0,12.0,12
282950.0,11.0,12
282960.0,11.0,12
282970.0,11.0,13
282980.0,11.0,12
282990.0,12.0,12
283000.0,12.0,12
283010.0,12.0,12
283020.0,12.0,13
283030.0,11.0,13
283040.0,10.0,12
283050.0,11.0,12
283060.0,12.0,12
283070.0,11.0,13
283080.0,13.0,13
283090.0,12.0,13
283100.0,12.0,13
283110.0,12.0,12
283120.0,11.0,12
283130.0,11.0,12
283140.0,9.0,12
283150.0,11.0,12
283160.0,10.0,12
283170.0,10.0,13
283180.0,12.0,13
283190.0,11.0,12
283200.0,13.0,12
283210.0,10.0,13
283220.0,13.0,12
283230.0,10.0,13
283240.0,12.0,12
283250.0,12.0,12
283260.0,10.0,12
283270.0,12.0,12
283280.0,14.0,13
283290.0,12.0,12
283300.0,11.0,13
283310.0,13.0,12
283320.0,11.0,12
283330.0,11.0,12
283340.0,13.0,12
283350.0,12.0,12
283360.0,8.0,12
283370.0,12.0,12
283380.0,11.0,13
283390.0,12.0,12
283400.0,11.0,12
283410.0,10.0,12
283420.0,12.0,12
283430.0,12.0,12
283440.0,11.0,12
283450.0,12.0,12
283460.0,12.0,12
283470.0,11.0,13
283480.0,12.0,12
283490.0,11.0,12
283500.0,13.0,12
283510.0,13.0,13
283520.0,11.0,12
283530.0,12.0,12
283540.0,12.0,12
283550.0,12.0,12
283560.0,12.0,12
283570.0,12.0,12
283580.0,13.0,12
283590.0,12.0,13
283600.0,12.0,12
283610.0,10.0,13
283620.0,13.0,12
283630.0,13.0,12
283640.0,13.0,13
283650.0,11.0,13
283660.0,12.0,12
283670.0,10.0,13
283680.0,12.0,13
283690.0,11.0,12
283700.0,9.0,13
283710.0,11.0,13
283720.0,11.0,13
283730.0,9.0,12
283740.0,12.0,13
283750.0,11.0,12
283760.0,11.0,12
283770.0,12.0,13
283780.0,12.0,13
283790.0,13.0,12
283800.0,11.0,12
283810.0,10.0,12
283820.0,11.0,14
283830.0,12.0,13
283840.0,12.0,13
283850.0,9.0,12
283860.0,12.0,12
283870.0,11.0,12
283880.0,11.0,13
283890.0,12.0,12
283900.0,9.0,13
283910.0,12.0,13
283920.0,12.0,13
283930.0,13.0,12
283940.0,12.0,13
283950.0,11.0,13
283960.0,11.0,13
283970.0,12.0,13
283980.0,10.0,12
283990.0,10.0,13
284000.0,10.0,13
284010.0,12.0,12
284020.0,12.0,13
284030.0,12.0,13
284040.0,12.0,13
284050.0,12.0,13
284060.0,12.0,13
284070.0,13.0,12
284080.0,12.0,12
284090.0,13.0,13
284100.0,12.0,13
284110.0,12.0,13
284120.0,13.0,13
284130.0,12.0,13
284140.0,11.0,13
284150.0,10.0,12
284160.0,14.0,13
284170.0,12.0,12
284180.0,10.0,12
284190.0,13.0,12
284200.0,11.0,12
284210.0,13.0,12
284220.0,10.0,12
284230.0,12.0,12
284240.0,12.0,12
284250.0,12.0,12
284260.0,10.0,12
284270.0,9.0,12
284280.0,9.0,12
284290.0,11.0,13
284300.0,11.0,13
284310.0,10.0,13
284320.0,10.0,12
284330.0,12.0,13
284340.0,11.0,13
284350.0,10.0,13
284360.0,12.0,13
284370.0,10.0,12
284380.0,9.0,13
284390.0,12.0,13
284400.0,10.0,13
284410.0,12.0,13
284420.0,12.0,12
284430.0,12.0,12
284440.0,10.0,13
284450.0,9.0,13
284460.0,12.0,13
284470.0,11.0,12
284480.0,13.0,12
284490.0,11.0,13
284500.0,12.0,13
284510.0,12.0,13
284520.0,11.0,13
284530.0,16.0,13
284540.0,10.0,12
284550.0,12.0,13
284560.0,10.0,12
284570.0,12.0,12
284580.0,12.0,12
284590.0,11.0,12
284600.0,12.0,13
284610.0,12.0,12
284620.0,12.0,13
284630.0,10.0,13
284640.0,12.0,13
284650.0,13.0,12
284660.0,12.0,13
284670.0,9.0,12
284680.0,11.0,13
284690.0,11.0,13
284700.0,13.0,12
284710.0,14.0,13
284720.0,10.0,12
284730.0,13.0,13
284740.0,12.0,13
284750.0,11.0,12
284760.0,11.0,12
284770.0,10.0,13
284780.0,10.0,12
284790.0,13.0,13
284800.0,13.0,13
284810.0,10.0,13
284820.0,11.0,13
284830.0,12.0,12
284840.0,12.0,13
284850.0,11.0,13
284860.0,11.0,13
284870.0,12.0,12
284880.0,12.0,13
284890.0,11.0,12
284900.0,12.0,12
284910.0,13.0,13
284920.0,12.0,13
284930.0,11.0,13
284940.0,10.0,13
284950.0,13.0,13
284960.0,9.0,13
284970.0,13.0,13
284980.0,13.0,13
284990.0,12.0,13
285000.0,11.0,12
285010.0,12.0,12
285020.0,11.0,12
285030.0,12.0,13
285040.0,12.0,13
285050.0,12.0,13
285060.0,10.0,13
285070.0,12.0,13
285080.0,13.0,13
285090.0,10.0,13
285100.0,11.0,12
285110.0,12.0,13
285120.0,11.0,12
285130.0,12.0,13
285140.0,10.0,13
285150.0,12.0,13
285160.0,10.0,13
285170.0,10.0,13
285180.0,12.0,13
285190.0,12.0,13
285200.0,10.0,12
285210.0,12.0,12
285220.0,12.0,12
285230.0,10.0,13
285240.0,11.0,12
285250.0,13.0,13
285260.0,13.0,12
285270.0,12.0,13
285280.0,11.0,12
285290.0,12.0,13
285300.0,11.0,12
285310.0,11.0,13
285320.0,12.0,13
285330.0,14.0,13
285340.0,11.0,13
285350.0,10.0,13
285360.0,12.0,12
285370.0,10.0,12
285380.0,16.0,12
285390.0,13.0,12
285400.0,11.0,13
285410.0,11.0,13
285420.0,11.0,12
285430.0,12.0,12
285440.0,13.0,12
285450.0,12.0,13
285460.0,12.0,12
285470.0,11.0,13
285480.0,10.0,12
285490.0,13.0,13
285500.0,12.0,13
285510.0,11.0,13
285520.0,12.0,13
285530.0,11.0,12
285540.0,10.0,12
285550.0,10.0,13
285560.0,10.0,12
285570.0,11.0,13
285580.0,10.0,13
285590.0,9.0,13
285600.0,12.0,13
285610.0,13.0,13
285620.0,10.0,13
285630.0,12.0,12
285640.0,12.0,12
285650.0,12.0,13
285660.0,12.0,13
285670.0,12.0,12
285680.0,11.0,13
285690.0,9.0,13
285700.0,9.0,13
285710.0,14.0,13
285720.0,11.0,12
285730.0,10.0,12
285740.0,10.0,12
285750.0,11.0,12
285760.0,10.0,12
285770.0,13.0,13
285780.0,11.0,12
285790.0,12.0,13
285800.0,11.0,13
285810.0,13.0,12
285820.0,12.0,13
285830.0,13.0,13
285840.0,13.0,13
285850.0,12.0,12
285860.0,11.0,12
285870.0,12.0,13
285880.0,11.0,13
285890.0,12.0,12
285900.0,11.0,13
285910.0,11.0,13
285920.0,13.0,12
285930.0,10.0,12
285940.0,10.0,13
285950.0,12.0,13
285960.0,10.0,13
285970.0,11.0,13
285980.0,11.0,13
285990.0,9.0,13
286000.0,12.0,13
286010.0,12.0,12
286020.0,9.0,12
286030.0,13.0,13
286040.0,12.0,13
286050.0,10.0,13
286060.0,11.0,12
286070.0,12.0,13
286080.0,9.0,13
286090.0,11.0,12
286100.0,12.0,12
286110.0,11.0,12
286120.0,10.0,13
286130.0,12.0,13
286140.0,12.0,13
286150.0,9.0,13
286160.0,9.0,13
286170.0,9.0,13
286180.0,12.0,13
286190.0,12.0,13
286200.0,12.0,13
286210.0,12.0,12
286220.0,12.0,12
286230.0,13.0,13
286240.0,12.0,13
286250.0,13.0,13
286260.0,11.0,13
286270.0,12.0,13
286280.0,11.0,12
286290.0,12.0,13
286300.0,11.0,12
286310.0,10.0,12
286320.0,11.0,13
286330.0,12.0,13
286340.0,10.0,12
286350.0,11.0,13
286360.0,12.0,13
286370.0,12.0,13
286380.0,12.0,13
286390.0,10.0,12
286400.0,11.0,12
286410.0,13.0,13
286420.0,12.0,12
286430.0,8.0,13
286440.0,13.0,13
286450.0,8.0,13
286460.0,8.0,12
286470.0,9.0,12
286480.0,12.0,13
286490.0,12.0,13
286500.0,11.0,13
286510.0,7.0,12
286520.0,11.0,12
286530.0,12.0,12
286540.0,12.0,12
286550.0,11.0,12
286560.0,13.0,12
286570.0,11.0,12
286580.0,12.0,13
286590.0,12.0,12
286600.0,12.0,13
286610.0,12.0,13
286620.0,10.0,12
286630.0,11.0,12
286640.0,13.0,12
286650.0,12.0,13
286660.0,12.0,13
286670.0,12.0,12
286680.0,11.0,12
286690.0,10.0,12
286700.0,11.0,13
286710.0,13.0,13
286720.0,13.0,12
286730.0,11.0,13
286740.0,12.0,12
286750.0,12.0,12
286760.0,11.0,13
286770.0,12.0,12
286780.0,12.0,13
286790.0,12.0,12
286800.0,13.0,13
286810.0,10.0,12
286820.0,11.0,13
286830.0,13.0,12
286840.0,12.0,12
286850.0,12.0,12
286860.0,10.0,13
286870.0,9.0,13
286880.0,12.0,12
286890.0,11.0,12
286900.0,16.0,12
286910.0,12.0,12
286920.0,10.0,13
286930.0,10.0,12
286940.0,12.0,12
286950.0,12.0,12
286960.0,11.0,13
286970.0,10.0,13
286980.0,12.0,13
286990.0,11.0,13
287000.0,12.0,12
287010.0,10.0,12
287020.0,12.0,13
287030.0,13.0,12
287040.0,12.0,12
287050.0,14.0,12
287060.0,12.0,13
287070.0,12.0,13
287080.0,11.0,12
287090.0,12.0,13
287100.0,11.0,13
287110.0,12.0,12
287120.0,11.0,12
287130.0,10.0,13
287140.0,10.0,13
287150.0,12.0,13
287160.0,10.0,12
287170.0,12.0,12
287180.0,12.0,12
287190.0,11.0,13
287200.0,12.0,13
287210.0,13.0,12
287220.0,10.0,13
287230.0,13.0,13
287240.0,9.0,13
287250.0,12.0,13
287260.0,11.0,12
287270.0,9.0,13
287280.0,11.0,13
287290.0,12.0,13
287300.0,9.0,13
287310.0,12.0,12
287320.0,12.0,12
287330.0,12.0,13
287340.0,12.0,12
287350.0,12.0,13
287360.0,12.0,13
287370.0,12.0,13
287380.0,11.0,12
287390.0,9.0,13
287400.0,12.0,12
287410.0,11.0,12
287420.0,13.0,12
287430.0,12.0,12
287440.0,11.0,13
287450.0,12.0,13
287460.0,11.0,12
287470.0,10.0,12
287480.0,11.0,13
287490.0,12.0,13
287500.0,12.0,13
287510.0,12.0,12
287520.0,10.0,12
287530.0,14.0,13
287540.0,10.0,12
287550.0,12.0,13
287560.0,11.0,13
287570.0,12.0,13
287580.0,12.0,13
287590.0,12.0,12
287600.0,10.0,12
287610.0,9.0,12
287620.0,14.0,13
287630.0,12.0,12
287640.0,9.0,12
287650.0,9.0,13
287660.0,11.0,12
287670.0,11.0,13
287680.0,14.0,13
287690.0,11.0,13
287700.0,12.0,12
287710.0,12.0,12
287720.0,10.0,13
287730.0,11.0,13
287740.0,12.0,12
287750.0,10.0,12
287760.0,12.0,13
287770.0,11.0,13
287780.0,12.0,13
287790.0,12.0,12
287800.0,12.0,13
287810.0,12.0,13
287820.0,12.0,13
287830.0,13.0,13
287840.0,11.0,12
287850.0,12.0,13
287860.0,13.0,13
287870.0,14.0,12
287880.0,11.0,13
287890.0,11.0,13
287900.0,12.0,12
287910.0,12.0,12
287920.0,12.0,13
287930.0,11.0,13
287940.0,12.0,12
287950.0,11.0,12
287960.0,12.0,12
287970.0,12.0,13
287980.0,11.0,12
287990.0,13.0,13
288000.0,10.0,13
288010.0,12.0,12
288020.0,11.0,13
288030.0,12.0,12
288040.0,12.0,12
288050.0,14.0,12
288060.0,10.0,12
288070.0,12.0,13
288080.0,13.0,13
288090.0,12.0,13
288100.0,10.0,13
288110.0,11.0,12
288120.0,13.0,12
288130.0,12.0,12
288140.0,10.0,13
288150.0,10.0,13
288160.0,12.0,13
288170.0,12.0,12
288180.0,12.0,13
288190.0,13.0,12
288200.0,12.0,13
288210.0,11.0,13
288220.0,9.0,12
288230.0,11.0,13
288240.0,11.0,13
288250.0,12.0,13
288260.0,11.0,13
288270.0,12.0,12
288280.0,12.0,12
288290.0,11.0,13
288300.0,13.0,12
288310.0,12.0,13
288320.0,12.0,13
288330.0,11.0,12
288340.0,11.0,12
288350.0,12.0,12
288360.0,12.0,13
288370.0,10.0,12
288380.0,12.0,13
288390.0,11.0,13
288400.0,13.0,13
288410.0,11.0,13
288420.0,9.0,13
288430.0,12.0,13
288440.0,11.0,12
288450.0,12.0,12
288460.0,13.0,12
288470.0,12.0,13
288480.0,10.0,13
288490.0,10.0,13
288500.0,11.0,12
288510.0,13.0,13
288520.0,12.0,13
288530.0,12.0,12
288540.0,12.0,12
288550.0,10.0,13
288560.0,12.0,12
288570.0,12.0,12
288580.0,9.0,12
288590.0,10.0,13
288600.0,9.0,13
288610.0,11.0,13
288620.0,13.0,12
288630.0,9.0,13
288640.0,12.0,13
288650.0,13.0,13
288660.0,12.0,13
288670.0,11.0,13
288680.0,12.0,13
288690.0,13.0,13
288700.0,11.0,13
288710.0,11.0,13
288720.0,11.0,13
288730.0,12.0,13
288740.0,11.0,13
288750.0,14.0,13
288760.0,9.0,12
288770.0,8.0,12
288780.0,12.0,13
288790.0,10.0,12
288800.0,12.0,12
288810.0,12.0,13
288820.0,11.0,13
288830.0,12.0,13
288840.0,12.0,13
288850.0,11.0,13
288860.0,10.0,12
288870.0,12.0,13
288880.0,11.0,13
288890.0,12.0,13
288900.0,14.0,12
288910.0,12.0,12
288920.0,10.0,13
288930.0,12.0,12
288940.0,12.0,13
288950.0,11.0,12
288960.0,10.0,13
288970.0,13.0,12
288980.0,12.0,12
288990.0,9.0,13
289000.0,11.0,12
289010.0,11.0,12
289020.0,11.0,12
289030.0,9.0,13
289040.0,12.0,12
289050.0,12.0,13
289060.0,11.0,13
289070.0,12.0,12
289080.0,12.0,13
289090.0,11.0,13
289100.0,12.0,13
289110.0,12.0,12
289120.0,10.0,12
289130.0,11.0,12
289140.0,11.0,12
289150.0,12.0,13
289160.0,11.0,13
289170.0,10.0,12
289180.0,12.0,13
289190.0,10.0,13
289200.0,11.0,13
289210.0,13.0,13
289220.0,10.0,12
289230.0,11.0,13
289240.0,13.0,13
289250.0,11.0,12
289260.0,12.0,13
289270.0,10.0,13
289280.0,12.0,13
289290.0,11.0,13
289300.0,12.0,12
289310.0,11.0,13
289320.0,14.0,13
289330.0,11.0,13
289340.0,12.0,13
289350.0,11.0,13
289360.0,11.0,13
289370.0,12.0,13
289380.0,10.0,13
289390.0,11.0,12
289400.0,14.0,12
289410.0,12.0,12
289420.0,11.0,12
289430.0,12.0,13
289440.0,10.0,13
289450.0,9.0,12
289460.0,11.0,13
289470.0,12.0,13
289480.0,11.0,13
289490.0,10.0,13
289500.0,11.0,13
289510.0,13.0,12
289520.0,14.0,12
289530.0,11.0,13
289540.0,10.0,12
289550.0,11.0,12
289560.0,11.0,13
289570.0,12.0,13
289580.0,12.0,13
289590.0,11.0,12
289600.0,13.0,12
289610.0,12.0,13
289620.0,12.0,13
289630.0,11.0,13
289640.0,12.0,12
289650.0,12.0,12
289660.0,11.0,13
289670.0,12.0,13
289680.0,11.0,12
289690.0,11.0,13
289700.0,12.0,13
289710.0,12.0,13
289720.0,12.0,12
289730.0,11.0,12
289740.0,12.0,12
289750.0,12.0,12
289760.0,11.0,12
289770.0,14.0,12
289780.0,12.0,13
289790.0,12.0,12
289800.0,12.0,12
289810.0,10.0,13
289820.0,12.0,12
289830.0,12.0,13
289840.0,11.0,13
289850.0,10.0,12
289860.0,13.0,13
289870.0,11.0,12
289880.0,11.0,13
289890.0,11.0,13
289900.0,12.0,13
289910.0,8.0,12
289920.0,11.0,12
289930.0,11.0,13
289940.0,14.0,12
289950.0,15.0,12
289960.0,12.0,13
289970.0,10.0,13
289980.0,10.0,13
289990.0,10.0,13
290000.0,13.0,13
290010.0,14.0,13
290020.0,12.0,13
290030.0,13.0,13
290040.0,11.0,13
290050.0,12.0,13
290060.0,11.0,12
290070.0,11.0,13
290080.0,12.0,12
290090.0,13.0,13
290100.0,11.0,12
290110.0,12.0,13
290120.0,13.0,13
290130.0,9.0,13
290140.0,10.0,13
290150.0,13.0,13
290160.0,12.0,13
290170.0,12.0,13
290180.0,13.0,13
290190.0,12.0,13
290200.0,12.0,12
290210.0,10.0,13
290220.0,12.0,13
290230.0,10.0,12
290240.0,12.0,13
290250.0,12.0,13
290260.0,12.0,13
290270.0,12.0,13
290280.0,10.0,13
290290.0,12.0,13
290300.0,11.0,13
290310.0,12.0,13
290320.0,14.0,13
290330.0,12.0,12
290340.0,12.0,13
290350.0,12.0,13
290360.0,10.0,13
290370.0,14.0,13
290380.0,10.0,12
290390.0,11.0,12
290400.0,12.0,13
290410.0,12.0,12
290420.0,11.0,13
290430.0,12.0,12
290440.0,10.0,12
290450.0,10.0,13
290460.0,11.0,13
290470.0,12.0,13
290480.0,11.0,13
290490.0,11.0,12
290500.0,11.0,13
290510.0,14.0,13
290520.0,12.0,13
290530.0,13.0,12
290540.0,11.0,13
290550.0,10.0,13
290560.0,13.0,12
290570.0,10.0,12
290580.0,11.0,13
290590.0,10.0,14
290600.0,10.0,12
290610.0,11.0,12
290620.0,11.0,13
290630.0,12.0,13
290640.0,11.0,12
290650.0,12.0,12
290660.0,12.0,13
290670.0,12.0,13
290680.0,10.0,12
290690.0,11.0,13
290700.0,11.0,13
290710.0,10.0,13
290720.0,9.0,12
290730.0,10.0,12
290740.0,11.0,12
290750.0,12.0,12
290760.0,11.0,12
290770.0,11.0,12
290780.0,13.0,12
290790.0,12.0,13
290800.0,12.0,12
290810.0,10.0,14
290820.0,12.0,13
290830.0,12.0,13
290840.0,12.0,12
290850.0,12.0,13
290860.0,11.0,13
290870.0,11.0,12
290880.0,12.0,13
290890.0,12.0,12
290900.0,10.0,12
290910.0,12.0,13
290920.0,12.0,13
290930.0,9.0,12
290940.0,11.0,12
290950.0,12.0,13
290960.0,11.0,12
290970.0,11.0,12
290980.0,12.0,12
290990.0,10.0,12
291000.0,12.0,12
291010.0,12.0,12
291020.0,12.0,12
291030.0,11.0,12
291040.0,11.0,12
291050.0,11.0,13
291060.0,14.0,12
291070.0,11.0,12
291080.0,10.0,13
291090.0,11.0,12
291100.0,12.0,13
291110.0,7.0,12
291120.0,11.0,12
291130.0,12.0,12
291140.0,9.0,13
291150.0,10.0,12
291160.0,11.0,13
291170.0,12.0,12
291180.0,10.0,12
291190.0,10.0,11
291200.0,14.0,13
291210.0,11.0,12
291220.0,11.0,13
291230.0,11.0,12
291240.0,11.0,12
291250.0,11.0,13
291260.0,10.0,12
291270.0,13.0,12
291280.0,10.0,12
291290.0,12.0,13
291300.0,12.0,12
291310.0,12.0,13
291320.0,12.0,12
291330.0,11.0,12
291340.0,11.0,12
291350.0,10.0,13
291360.0,9.0,13
291370.0,10.0,13
291380.0,13.0,13
291390.0,12.0,13
291400.0,11.0,13
291410.0,12.0,13
291420.0,11.0,13
291430.0,12.0,12
291440.0,12.0,12
291450.0,10.0,12
291460.0,12.0,13
291470.0,10.0,13
291480.0,12.0,13
291490.0,10.0,12
291500.0,12.0,13
291510.0,9.0,12
291520.0,12.0,13
291530.0,11.0,13
291540.0,12.0,13
291550.0,9.0,12
291560.0,11.0,13
291570.0,12.0,13
291580.0,12.0,12
291590.0,12.0,13
291600.0,9.0,13
291610.0,9.0,13
291620.0,10.0,13
291630.0,12.0,12
291640.0,12.0,13
291650.0,12.0,12
291660.0,12.0,13
291670.0,12.0,12
291680.0,9.0,12
291690.0,12.0,13
291700.0,10.0,13
291710.0,12.0,12
291720.0,12.0,13
291730.0,13.0,12
291740.0,12.0,13
291750.0,11.0,13
291760.0,11.0,13
291770.0,12.0,13
291780.0,12.0,13
291790.0,11.0,12
291800.0,9.0,13
291810.0,10.0,12
291820.0,11.0,13
291830.0,12.0,13
291840.0,12.0,13
291850.0,11.0,13
291860.0,11.0,13
291870.0,11.0,13
291880.0,11.0,13
291890.0,12.0,13
291900.0,13.0,13
291910.0,11.0,12
291920.0,13.0,12
291930.0,12.0,12
291940.0,12.0,12
291950.0,12.0,12
291960.0,12.0,13
291970.0,10.0,12
291980.0,11.0,13
291990.0,14.0,13
292000.0,12.0,13
292010.0,11.0,13
292020.0,10.0,13
292030.0,10.0,12
292040.0,12.0,13
292050.0,10.0,13
292060.0,13.0,12
292070.0,11.0,13
292080.0,12.0,13
292090.0,10.0,13
292100.0,11.0,12
292110.0,12.0,13
292120.0,11.0,13
292130.0,9.0,12
292140.0,11.0,13
292150.0,12.0,12
292160.0,12.0,13
292170.0,12.0,13
292180.0,9.0,13
292190.0,13.0,12
292200.0,14.0,13
292210.0,12.0,12
292220.0,11.0,12
292230.0,12.0,12
292240.0,9.0,13
292250.0,11.0,12
292260.0,12.0,12
292270.0,11.0,13
292280.0,12.0,13
292290.0,12.0,13
292300.0,14.0,12
292310.0,11.0,13
292320.0,10.0,12
292330.0,11.0,13
292340.0,12.0,12
292350.0,9.0,12
292360.0,11.0,14
292370.0,10.0,13
292380.0,8.0,12
292390.0,11.0,12
292400.0,11.0,12
292410.0,14.0,13
292420.0,13.0,13
292430.0,12.0,13
292440.0,12.0,13
292450.0,12.0,13
292460.0,12.0,12
292470.0,10.0,13
292480.0,12.0,13
292490.0,11.0,13
292500.0,12.0,13
292510.0,12.0,12
292520.0,14.0,12
292530.0,12.0,13
292540.0,9.0,13
292550.0,13.0,13
292560.0,10.0,13
292570.0,11.0,12
292580.0,13.0,13
292590.0,12.0,13
292600.0,11.0,12
292610.0,11.0,13
292620.0,12.0,13
292630.0,11.0,12
292640.0,13.0,13
292650.0,10.0,12
292660.0,11.0,13
292670.0,12.0,12
292680.0,9.0,13
292690.0,13.0,13
292700.0,12.0,12
292710.0,11.0,13
292720.0,9.0,12
292730.0,12.0,13
292740.0,12.0,12
292750.0,11.0,12
292760.0,12.0,12
292770.0,12.0,12
292780.0,10.0,13
292790.0,10.0,12
292800.0,11.0,13
292810.0,12.0,12
292820.0,12.0,12
292830.0,12.0,12
292840.0,11.0,13
292850.0,11.0,12
292860.0,11.0,12
292870.0,13.0,12
292880.0,13.0,13
292890.0,13.0,13
292900.0,10.0,12
292910.0,11.0,12
292920.0,11.0,12
292930.0,11.0,12
292940.0,12.0,12
292950.0,14.0,12
292960.0,9.0,13
292970.0,11.0,13
292980.0,9.0,13
292990.0,14.0,13
293000.0,12.0,13
293010.0,12.0,12
293020.0,9.0,13
293030.0,10.0,13
293040.0,14.0,13
293050.0,12.0,12
293060.0,10.0,13
293070.0,10.0,13
293080.0,11.0,13
293090.0,13.0,13
293100.0,11.0,12
293110.0,12.0,13
293120.0,11.0,12
293130.0,11.0,12
293140.0,12.0,13
293150.0,12.0,12
293160.0,12.0,13
293170.0,11.0,13
293180.0,13.0,13
293190.0,12.0,12
293200.0,11.0,12
293210.0,12.0,12
293220.0,10.0,13
293230.0,11.0,13
293240.0,12.0,12
293250.0,11.0,13
293260.0,11.0,12
293270.0,13.0,13
293280.0,12.0,13
293290.0,10.0,13
293300.0,11.0,12
293310.0,11.0,12
293320.0,12.0,13
293330.0,10.0,13
293340.0,13.0,13
293350.0,12.0,13
293360.0,12.0,13
293370.0,12.0,13
293380.0,10.0,13
293390.0,13.0,13
293400.0,11.0,13
293410.0,11.0,12
293420.0,12.0,13
293430.0,12.0,13
293440.0,11.0,13
293450.0,12.0,13
293460.0,11.0,13
293470.0,13.0,13
293480.0,12.0,12
293490.0,13.0,13
293500.0,11.0,13
293510.0,10.0,13
293520.0,12.0,13
293530.0,12.0,13
293540.0,14.0,13
293550.0,12.0,12
293560.0,13.0,13
293570.0,11.0,13
293580.0,11.0,12
293590.0,10.0,13
293600.0,10.0,13
293610.0,12.0,13
293620.0,11.0,12
293630.0,9.0,13
293640.0,10.0,12
293650.0,11.0,12
293660.0,12.0,12
293670.0,10.0,13
293680.0,8.0,12
293690.0,12.0,13
293700.0,12.0,13
293710.0,12.0,13
293720.0,12.0,12
293730.0,12.0,13
293740.0,12.0,13
293750.0,10.0,12
293760.0,10.0,12
293770.0,12.0,13
293780.0,12.0,12
293790.0,12.0,12
293800.0,12.0,13
293810.0,10.0,13
293820.0,12.0,13
293830.0,11.0,13
293840.0,11.0,13
293850.0,13.0,13
293860.0,12.0,13
293870.0,12.0,12
293880.0,10.0,12
293890.0,10.0,12
293900.0,12.0,12
293910.0,11.0,12
293920.0,12.0,12
293930.0,12.0,12
293940.0,12.0,12
293950.0,13.0,13
293960.0,10.0,12
293970.0,9.0,12
293980.0,10.0,12
293990.0,12.0,13
294000.0,13.0,13
294010.0,11.0,13
294020.0,12.0,13
294030.0,10.0,12
294040.0,12.0,13
294050.0,12.0,13
294060.0,12.0,13
294070.0,12.0,13
294080.0,10.0,12
294090.0,12.0,13
294100.0,13.0,13
294110.0,11.0,12
294120.0,13.0,12
294130.0,12.0,13
294140.0,11.0,13
294150.0,11.0,12
294160.0,9.0,12
294170.0,10.0,13
294180.0,11.0,13
294190.0,12.0,13
294200.0,13.0,12
294210.0,12.0,13
294220.0,11.0,13
294230.0,12.0,13
294240.0,14.0,12
294250.0,8.0,13
294260.0,13.0,13
294270.0,11.0,13
294280.0,10.0,12
294290.0,10.0,12
294300.0,14.0,13
294310.0,10.0,13
294320.0,11.0,13
294330.0,12.0,13
294340.0,11.0,12
294350.0,12.0,13
294360.0,11.0,12
294370.0,11.0,12
294380.0,12.0,13
294390.0,12.0,13
294400.0,11.0,12
294410.0,12.0,12
294420.0,11.0,12
294430.0,10.0,12
294440.0,11.0,13
294450.0,10.0,12
294460.0,11.0,13
294470.0,11.0,13
294480.0,12.0,13
294490.0,12.0,12
294500.0,13.0,12
294510.0,10.0,12
294520.0,12.0,12
294530.0,11.0,13
294540.0,10.0,12
294550.0,10.0,13
294560.0,12.0,13
294570.0,13.0,13
294580.0,12.0,13
294590.0,10.0,12
294600.0,11.0,13
294610.0,11.0,12
294620.0,13.0,13
294630.0,12.0,12
294640.0,13.0,13
294650.0,12.0,12
294660.0,11.0,13
294670.0,12.0,13
294680.0,10.0,13
294690.0,11.0,13
294700.0,10.0,12
