Data Sets simulated by the Matlab function dataSetsGenerator,
Index (s),LatchCurrent (mA)
1,65.50498
2,67.52639
3,64.730678
4,64.037182
5,66.167652
6,67.806851
7,66.644228
8,65.797443
9,65.900081
10,67.145703
11,64.274281
12,66.9618
13,65.406628
14,64.315359
15,64.361843
16,67.176073
17,67.599568
18,66.61584
19,66.109628
20,66.325804
21,67.785824
22,66.974496
23,65.441264
24,64.048847
25,66.100302
26,65.572813
27,65.119582
28,64.886968
29,65.847366
30,64.350354
31,64.304335
32,66.239747
33,64.091775
34,66.665182
35,66.832304
36,64.494971
37,66.49435
38,66.939704
39,67.224473
40,64.310295
41,66.809764
42,67.55911
43,64.474031
44,64.762537
45,67.477011
46,67.131054
47,67.819456
48,70.253622
49,70.681923
50,70.095105
51,70.183811
52,69.088143
53,70.188135
54,69.122336
55,69.945965
56,69.645851
57,68.401347
58,67.866499
59,67.161799
60,76.926868
61,76.922004
62,77.848358
63,75.255332
64,77.048401
65,73.954797
66,74.063333
67,71.899931
68,71.838314
69,70.887097
70,70.6582
71,68.057265
72,69.935081
73,71.079558
74,69.10906
75,67.896512
76,64.196362
77,66.893162
78,64.533512
79,65.388381
80,66.548743
81,67.955882
82,65.404058
83,65.804171
84,65.347903
85,67.204902
86,65.698167
87,67.91496
88,67.064648
89,64.488111
90,65.025945
91,67.267623
92,67.740932
93,67.328495
94,66.578727
95,67.931198
96,64.31745
97,67.319224
98,65.245259
99,66.25109
100,65.691712
101,66.532316
102,65.043963
103,65.492828
104,64.062433
105,66.754554
106,65.217439
107,65.315066
108,64.41347
109,64.75263
110,65.841462
111,66.616551
112,64.32114
113,67.755986
114,64.885592
115,67.771252
116,66.312911
117,66.597168
118,65.604523
119,64.001971
120,65.525868
121,67.133917
122,67.959948
123,65.434799
124,66.185048
125,64.505658
126,64.137634
127,64.104779
128,69.541532
129,67.577465
130,69.312233
131,70.775168
132,70.349819
133,68.503034
134,70.065388
135,66.586619
136,65.625878
137,67.2592
138,65.420642
139,64.782862
140,65.697385
141,64.404716
142,65.784718
143,64.445331
144,67.480964
145,65.493669
146,65.133275
147,67.051318
148,67.915749
149,64.021884
150,64.755478
151,66.19538
152,67.959637
153,65.055405
154,64.678143
155,65.225864
156,64.062106
157,67.025802
158,64.092137
159,65.875855
160,67.290429
161,65.398759
162,67.978412
163,64.532151
164,65.031319
165,66.89639
166,67.037816
167,67.84099
168,70.378501
169,71.146449
170,68.560261
171,67.847634
172,69.376798
173,66.948511
174,64.068666
175,67.208608
176,64.905683
177,67.42553
178,67.553257
179,65.172995
180,65.750306
181,64.218294
182,64.104081
183,67.900214
184,67.572036
185,67.709358
186,64.736552
187,65.295325
188,64.021792
189,64.571185
190,66.893475
191,64.694706
192,64.944962
193,67.622474
194,65.989124
195,67.249432
196,67.658643
197,64.726341
198,66.544788
199,64.421334
200,66.241689
201,65.605414
202,65.368358
203,65.684689
204,64.779115
205,65.98958
206,67.317374
207,65.286007
208,65.696729
209,67.995227
210,67.718931
211,65.548464
212,66.20923
213,66.650522
214,64.595822
215,67.638183
216,67.095058
217,66.633605
218,67.005578
219,66.381763
220,67.525572
221,65.356835
222,65.36445
223,64.291454
224,64.700334
225,67.273979
226,65.387444
227,64.840115
228,66.050436
229,66.610691
230,66.652055
231,64.635552
232,66.404171
233,65.25643
234,65.11062
235,64.76352
236,66.141713
237,65.91534
238,66.42269
239,65.339116
240,65.54485
241,66.715478
242,66.777778
243,66.555063
244,66.135661
245,66.82679
246,67.646101
247,67.711327
248,64.801411
249,65.520903
250,66.295016
251,66.894376
252,66.334863
253,67.662935
254,68.67424
255,73.295475
256,72.28554
257,71.121012
258,73.050543
259,70.815137
260,72.955737
261,71.296925
262,70.865546
263,71.866913
264,69.426918
265,70.587674
266,70.423442
267,67.718553
268,66.783402
269,69.053085
270,67.396701
271,67.902374
272,67.529081
273,65.609581
274,66.434704
275,67.748479
276,65.635093
277,66.89531
278,65.819532
279,64.767583
280,64.137908
281,65.719773
282,66.842469
283,66.152149
284,67.932293
285,65.994829
286,65.148837
287,66.384448
288,66.118941
289,66.512542
290,64.668555
