Data Sets simulated by the Matlab function dataSetsGenerator,
Index (s),normalCurrent (mA)
1,66.59929
2,66.60203
3,67.41469
4,64.37202
5,67.84976
6,65.99096
7,64.98537
8,64.96354
9,65.85607
10,66.01202
11,70.48815
12,69.37271
13,66.97132
14,68.55596
15,66.95302
16,69.08692
17,68.43358
18,67.07527
19,66.8657
20,68.54456
21,69.9926
22,70.38571
23,69.75675
24,68.01097
25,68.71092
26,69.45216
27,70.04879
28,68.66086
29,68.82033
30,66.27556
31,64.32176
32,65.32907
33,66.88748
34,64.35551
35,64.78829
36,66.86524
37,67.7928
38,64.17
39,67.56103
40,67.03989
41,67.6379
42,66.26373
43,67.87415
44,67.03497
45,67.71142
46,65.94528
47,66.17096
48,65.92775
49,64.74106
50,67.12761
51,67.3171
52,64.86474
53,66.27326
54,67.42666
55,65.6003
56,64.17084
57,66.52501
58,66.77682
59,68.42952
60,67.66624
61,69.31771
62,66.47029
63,66.96906
64,67.49104
65,66.72425
66,69.46388
67,66.88303
68,68.35377
69,66.08532
70,67.3691
71,67.15268
72,65.67599
73,66.55305
74,64.77312
75,67.15091
76,64.80939
77,66.25473
78,67.59668
79,65.64365
80,64.93128
81,66.20632
82,65.10463
83,65.36361
84,65.16837
85,65.77879
86,67.06377
87,66.11457
88,67.58383
89,67.50281
90,67.29678
91,66.72936
92,67.37188
93,67.01314
94,65.81821
95,67.93316
96,67.37021
97,65.10583
98,65.57705
99,65.73179
100,65.22671
101,66.76846
102,67.11433
103,64.47599
104,65.96113
105,66.10557
106,65.55191
107,67.95396
108,67.87441
109,65.40966
110,64.31871
111,65.14104
112,65.59787
113,64.54865
114,67.43787
115,64.09957
116,67.26453
117,64.47633
118,65.71512
119,67.11163
120,65.76775
121,65.83466
122,65.71397
123,64.88456
124,67.47566
125,64.5739
126,67.6241
127,65.29921
128,66.49966
129,67.22643
130,66.61535
131,66.79148
132,67.11773
133,67.46393
134,64.60539
135,65.31589
136,67.62799
137,66.8238
138,65.08088
139,65.56027
140,65.05561
141,67.91346
142,67.37936
143,66.09876
144,65.52346
145,64.91507
146,69.57174
147,67.5427
148,67.3273
149,69.8682
150,70.46629
151,68.64759
152,67.90697
153,71.00386
154,67.83673
155,68.51305
156,67.38962
157,65.80607
158,67.82269
159,67.40528
160,67.53195
161,66.20289
162,64.89399
163,65.36049
164,67.01096
165,66.64221
166,65.01976
167,64.92816
168,64.94842
169,64.6452
170,66.03866
171,65.65662
172,64.40818
173,65.10743
174,66.5535
175,64.81572
176,69.27989
177,71.4733
178,71.05202
179,70.62042
180,70.16277
181,70.17981
182,69.86517
183,71.45889
184,68.5758
185,71.0708
186,68.82462
187,65.37078
188,67.13625
189,66.401
190,66.0999
191,67.87872
192,66.46256
193,65.35159
194,64.45355
195,66.89703
196,67.39979
197,65.31065
198,67.52581
199,65.39641
200,64.70939
201,64.8693
202,66.8911
203,64.87026
204,66.83831
205,66.51005
206,67.10548
207,66.15137
208,66.84081
209,65.67274
210,64.27873
211,66.94073
212,64.84433
213,64.79883
214,67.6349
215,65.98145
216,66.46964
217,66.67981
218,67.01719
219,67.34317
220,67.16637
221,65.5001
222,67.65382
223,65.31141
224,65.20613
225,67.19035
226,66.95405
227,65.5819
228,67.27021
229,68.25005
230,70.26612
231,69.74659
232,70.01924
233,71.41331
234,72.22806
235,70.54811
236,70.10681
237,72.63566
238,70.88777
239,72.75966
240,71.51674
241,70.15905
242,70.09651
243,69.16219
244,69.70692
245,69.14749
246,70.192
247,70.31698
248,68.4467
249,71.00103
250,68.62514
251,68.45448
252,70.13802
253,65.92194
254,66.18697
255,66.93213
256,66.64891
257,67.30994
258,64.45931
259,67.63598
260,64.88808
261,66.38926
262,64.83403
263,64.48702
264,66.80238
265,66.99736
266,64.91537
267,65.98004
268,67.15824
269,66.4436
270,66.98185
271,67.22225
272,67.91542
273,67.66969
274,67.45391
275,69.19683
276,70.48942
277,71.09023
278,68.85681
279,69.90822
280,69.72252
281,68.13685
282,67.87278
283,64.92719
284,65.69431
285,65.52699
286,67.09813
287,67.85802
288,66.5421
289,67.67685
290,70.94858
291,70.1127
292,70.40121
293,68.89319
294,70.53273
295,67.65302
296,73.9559
297,74.33672
298,73.18762
299,68.88846
300,69.96906
301,70.7183
302,67.97092
303,70.52325
304,69.88623
305,70.29119
306,70.83788
307,68.61448
308,67.75894
309,70.85737
310,70.99268
311,69.86253
312,68.95174
313,66.89715
314,65.81937
315,70.38685
316,68.55215
317,70.74761
318,68.7539
319,69.26577
320,70.34434
321,68.77406
322,68.533
323,69.96373
324,70.30647
325,70.17992
326,68.8963
327,69.70205
328,67.90557
329,71.04723
330,68.28883
331,70.22785
332,69.73955
333,66.51831
334,67.64879
335,66.76187
336,65.72929
337,65.90217
338,67.17415
339,66.75122
340,66.12748
341,65.92303
342,66.44245
343,64.89961
344,65.26776
345,64.87198
346,64.45435
347,67.92507
348,66.64918
349,65.17814
350,67.68307
351,64.57598
352,67.18143
353,64.80893
354,64.92462
355,66.5334
356,65.86217
357,64.0842
358,65.89463
359,64.03708
360,67.56891
361,65.83605
362,66.77431
363,65.50468
364,66.39149
365,65.30674
366,65.54016
367,67.55705
368,65.01727
369,66.3378
370,66.85457
371,64.00109
372,65.97162
373,66.06529
374,66.76271
375,66.63597
376,65.21333
377,65.32475
378,66.59339
379,66.34113
380,64.33611
381,64.25407
382,66.23326
383,66.44845
384,67.41294
385,64.01985
386,64.27216
387,64.63466
388,66.71266
389,64.32031
390,64.44944
391,66.06557
392,67.76933
393,64.66897
394,66.65947
395,66.89483
396,65.50818
397,65.42968
398,64.65181
399,69.93099
400,68.59208
401,68.275
402,69.61398
403,70.10732
404,68.2094
405,67.9695
406,66.72421
407,66.97967
408,69.20283
409,70.09221
410,67.14067
411,66.92889
412,64.20598
413,66.32974
414,66.81964
415,66.39116
416,66.8904
417,64.38576
418,67.21537
419,64.69954
420,65.70239
421,67.53793
422,64.22859
423,66.01251
424,66.34761
425,65.88947
426,64.44722
427,66.47769
428,64.68035
429,65.61834
430,64.30848
431,66.67702
432,67.94278
433,65.13661
434,67.46767
435,67.18221
436,64.86777
437,67.91876
438,64.3863
439,67.86162
440,66.95371
441,66.27495
442,67.54147
443,68.16441
444,68.90678
445,69.66233
446,68.3575
447,69.48621
448,71.66087
449,68.12982
450,70.94446
451,68.1907
452,74.01309
453,66.6841
454,73.45614
455,67.10718
456,72.10753
457,69.29851
458,69.60547
459,66.66119
460,65.48388
461,70.90319
462,65.9211
463,63.7351
464,66.20705
465,61.83279
466,70.88736
467,63.88733
468,68.78433
469,69.75572
470,70.5354
471,67.06436
472,66.65872
473,63.22702
474,65.00157
475,62.95102
476,61.02663
477,69.81375
478,68.50371
479,69.43871
480,64.50779
481,63.7472
482,68.5853
483,61.36548
484,61.04265
485,69.89794
486,67.36933
487,69.51788
488,63.95724
489,64.72215
490,68.66973
491,67.58812
492,63.14848
493,68.94818
494,66.37133
495,69.21701
496,70.92525
497,62.50348
498,63.05968
499,68.48474
500,64.41554
501,61.91287
502,66.31709
503,61.37711
504,68.78963
505,62.50706
506,62.87624
507,65.64455
508,70.07383
509,65.33179
510,62.09331
511,63.31371
512,64.16177
513,62.39149
514,63.11954
515,69.13959
516,66.04875
517,68.25988
518,63.83835
519,61.8733
520,68.03699
521,65.44231
522,69.18235
523,63.43305
524,68.64986
525,63.94192
526,68.62256
527,69.13805
528,68.08311
529,68.15827
530,73.81567
531,72.96501
532,67.53219
533,67.52032
534,68.19861
535,68.54767
536,72.02273
537,74.13697
538,73.6861
539,76.16616
540,73.47135
541,69.29422
542,73.7545
543,68.40997
544,64.77549
545,72.6666
546,73.074
547,64.92658
548,63.08224
549,61.18069
550,64.74196
551,64.08796
552,66.0042
553,66.66979
554,66.96775
555,66.94066
556,65.7294
557,65.96112
558,67.8746
559,65.6042
560,65.74642
561,64.32241
562,66.66796
563,67.53222
564,66.94839
565,64.39542
566,64.22405
567,66.78234
568,66.10974
569,65.08771
570,66.26043
571,66.19744
572,66.15914
573,66.65638
574,64.78389
575,66.78509
576,67.1852
577,65.76306
578,66.55189
579,67.83416
580,65.09861
581,66.29739
582,62.51735
583,66.69262
584,70.8449
585,64.92019
586,69.74514
587,66.51524
588,66.15508
589,67.80074
590,61.98417
591,63.74228
592,63.01823
593,68.32843
594,65.10224
595,67.66017
596,66.13157
597,70.31246
598,67.79655
599,66.86839
600,64.21515
601,70.55605
602,64.83221
603,69.22761
604,63.15491
605,70.05393
606,70.62766
607,67.61521
608,69.5127
609,62.34992
610,64.12369
611,70.5204
612,62.34203
613,70.99841
614,61.88333
615,69.14733
616,62.46272
617,68.0485
618,63.67695
619,65.05439
620,67.80208
621,61.92595
622,70.06439
623,62.87367
624,65.25166
625,63.2907
626,61.46312
627,69.73032
628,65.45319
629,65.09256
630,70.1662
631,62.93944
632,68.12677
633,68.72089
634,63.63333
635,61.71511
636,70.74532
637,68.69967
638,67.47748
639,62.53059
640,69.71873
641,65.16757
642,70.10757
643,66.37188
644,61.25484
645,64.44154
646,63.1789
647,67.86755
648,61.45259
649,66.91322
650,62.43455
651,68.78529
652,65.28528
653,66.01259
654,73.76478
655,71.97194
656,70.04351
657,74.15645
658,70.76954
659,66.78331
660,65.8628
661,72.91498
662,68.03934
663,70.29328
664,62.31205
665,62.36551
666,66.71319
667,61.13197
668,61.94301
669,70.38337
670,62.85825
671,70.98175
672,69.56773
673,62.07728
674,65.63051
675,62.90259
676,63.28657
677,69.93534
678,67.37962
679,61.56285
680,62.28647
681,65.43116
682,67.65092
683,68.5095
684,71.36725
685,65.18602
686,68.79595
687,67.9723
688,73.93306
689,67.98835
690,70.129
691,65.98235
692,67.73592
693,64.7826
694,65.85349
695,72.16312
696,66.12006
697,64.90033
698,72.17686
699,70.38847
700,65.1071
701,62.67249
702,70.15754
703,64.15483
704,66.44102
705,61.27508
706,67.50472
707,67.10525
708,69.35855
709,63.36789
710,66.09513
711,68.3305
712,69.21385
713,69.56762
714,63.73719
715,65.39617
716,69.95352
717,61.4214
718,63.81435
719,61.87792
720,67.51995
721,66.02144
722,67.17951
723,70.64469
724,66.73319
725,65.12429
726,66.08062
727,66.04677
728,67.65754
729,64.90221
730,62.24901
731,64.24755
732,62.26058
733,66.26735
734,64.73282
735,64.36726
736,66.2598
737,64.48107
738,67.30533
739,66.8006
740,67.64182
741,67.38036
742,67.88391
743,65.07995
744,65.75555
745,67.91028
746,64.74024
747,64.02396
748,65.44918
749,65.37423
750,67.1309
751,67.82685
752,66.08594
753,67.01212
754,65.04675
755,64.38925
756,65.49716
757,67.54677
758,64.08626
759,64.00223
760,65.93909
761,64.15248
762,64.61583
763,65.96428
764,67.47681
765,66.16422
766,64.66595
767,66.29343
768,65.65942
769,65.64933
770,67.95457
771,66.41986
772,64.06389
773,65.33339
774,65.81782
775,67.65475
776,65.77042
777,65.43396
778,64.99374
779,65.20282
780,66.68171
781,65.48164
782,65.58675
783,67.32067
784,67.68417
785,66.17337
786,65.67575
787,67.94978
788,67.81156
789,64.18717
790,66.9961
791,66.22856
792,65.88036
793,65.08865
794,64.24145
795,65.95411
796,67.35313
797,65.94431
798,67.99358
799,64.06818
800,64.94508
801,69.36746
802,69.12641
803,70.35697
804,70.5752
805,69.41487
806,68.96267
807,69.27758
808,69.12713
809,67.49819
810,68.27555
811,70.02558
812,68.96182
813,67.38963
814,69.89249
815,69.75392
816,66.94663
817,70.49155
818,70.37117
819,64.67854
820,65.88286
821,67.73635
822,66.64689
823,64.72534
824,64.75524
825,67.51655
826,65.95442
827,67.08399
828,64.03693
829,66.04953
830,67.33762
831,64.42238
832,64.62941
833,66.56208
834,67.3097
835,64.50639
836,66.52452
837,66.35455
838,67.24778
839,66.01372
840,66.13326
841,66.06666
842,67.73725
843,67.05365
844,65.9157
845,67.23293
846,66.53453
847,67.22598
848,65.58293
849,64.6153
850,67.28566
851,67.15462
852,67.87948
853,64.0694
854,65.89384
855,67.69444
856,65.67283
857,67.48374
858,67.50612
859,67.58021
860,65.03068
861,67.79852
862,66.74666
863,69.93484
864,69.664
865,66.54204
866,68.50372
867,66.53903
868,69.85173
869,67.47905
870,69.88182
871,70.44993
872,67.27014
873,66.68561
874,68.57442
875,70.1108
876,69.06366
877,64.74782
878,65.03196
879,66.24543
880,64.17501
881,66.27415
882,66.3225
883,65.44754
884,66.82942
885,67.81677
886,66.87777
887,65.10642
888,67.80664
889,65.98855
890,65.82781
891,67.16377
892,64.86334
893,65.52207
894,68.46702
895,69.72648
896,68.32678
897,66.55939
898,67.95026
899,70.06501
900,69.88638
901,71.93964
902,71.17832
903,68.66709
904,69.83705
905,71.0638
906,71.46112
907,68.91497
908,71.55267
909,67.07521
910,66.10215
911,67.47868
912,64.80327
913,64.41986
914,67.60681
915,65.37079
916,64.25567
917,65.06675
918,65.01403
919,67.5099
920,67.45088
921,66.57869
922,69.59912
923,70.32684
924,70.88783
925,68.46522
926,67.58198
927,70.5036
928,71.35002
929,69.54816
930,69.61297
931,70.54515
932,67.85403
933,71.27291
934,69.29242
935,70.29743
936,69.39936
937,71.05072
938,68.27565
939,70.16336
940,68.40898
941,68.14996
942,64.44283
943,64.35196
944,67.98298
945,64.85013
946,66.68867
947,67.64946
948,64.46463
949,66.36025
950,66.52539
951,67.95242
952,64.46026
953,67.94886
954,64.3917
955,70.33914
956,70.28426
957,68.62344
958,68.69925
959,70.51545
960,70.47059
961,67.23282
962,68.32516
963,68.87415
964,66.94423
965,69.57303
966,67.46386
967,68.17918
968,65.17801
969,66.04534
970,64.91939
971,66.49989
972,65.35483
