Data Sets simulated by the Matlab function dataSetsGenerator,
Index (s),normalCurrent (mA)
1,66.66656
2,67.73173
3,65.65301
4,67.16509
5,66.33265
6,64.44004
7,65.30529
8,64.70281
9,67.30606
10,65.18201
11,64.63116
12,65.53078
13,65.37426
14,67.55531
15,64.97618
16,64.32014
17,65.07917
18,67.51458
19,64.98146
20,67.98913
21,67.75312
22,67.85966
23,65.21316
24,67.53354
25,65.32673
26,67.08882
27,64.50828
28,66.30186
29,67.86479
30,66.86285
31,65.72936
32,67.9609
33,65.85821
34,64.48586
35,65.28615
36,64.2085
37,64.67461
38,65.19718
39,65.79799
40,65.16914
41,65.62253
42,64.89175
43,66.34999
44,65.72323
45,67.65821
46,65.24261
47,65.75897
48,67.15028
49,65.52093
50,67.25369
51,66.26269
52,65.6443
53,64.53659
54,66.82247
55,64.00013
56,64.39943
57,65.13318
58,64.60521
59,67.54237
60,67.40232
61,65.6418
62,67.25004
63,64.65595
64,67.21043
65,70.81704
66,66.99013
67,70.46291
68,69.79258
69,69.9762
70,68.03324
71,68.34697
72,69.6657
73,67.89717
74,70.07286
75,66.08931
76,64.06555
77,65.9753
78,66.97637
79,66.71833
80,67.90124
81,66.51485
82,64.43489
83,64.25155
84,64.74679
85,66.97601
86,65.50486
87,66.99239
88,64.19663
89,68.74949
90,70.20367
91,67.91761
92,69.06739
93,69.825
94,70.06063
95,70.35874
96,71.55024
97,67.9306
98,69.83223
99,69.89638
100,68.55148
101,69.75286
102,68.36168
103,69.64054
104,66.40748
105,67.52329
106,67.03223
107,65.19295
108,68.72498
109,68.84919
110,67.21835
111,66.63361
112,66.91749
113,67.06078
114,66.34825
115,67.66792
116,68.95044
117,68.01417
118,69.61762
119,66.9207
120,70.04041
121,64.75024
122,67.71349
123,66.76701
124,66.4219
125,66.34632
126,66.05955
127,64.85746
128,66.66017
129,67.13185
130,66.49585
131,65.78266
132,66.43765
133,65.95548
134,64.70896
135,67.03007
136,64.8009
137,67.39834
138,66.55067
139,67.09452
140,66.24492
141,66.24099
142,64.78955
143,67.30002
144,67.45025
145,64.80877
146,66.06866
147,65.64993
148,65.3366
149,64.09342
150,66.14822
151,66.72684
152,66.75432
153,65.8886
154,64.25836
155,64.61388
156,67.33561
157,67.35338
158,65.1171
159,66.83724
160,66.9555
161,65.95943
162,65.67137
163,65.58254
164,66.70997
165,67.94251
166,69.42955
167,72.38607
168,71.289
169,69.1721
170,71.61619
171,69.84585
172,72.20888
173,69.52026
174,69.77537
175,69.14498
176,69.37811
177,67.82071
178,66.98722
179,66.71676
180,64.39972
181,65.85
182,67.67567
183,68.8696
184,69.5656
185,69.71903
186,67.97933
187,66.3793
188,65.06035
189,64.27947
190,68.64903
191,68.28327
192,68.75349
193,62.33013
194,69.01391
195,66.64836
196,62.6854
197,62.79665
198,62.05066
199,68.79545
200,63.42302
201,65.59819
202,68.09933
203,67.19282
204,63.37833
205,66.87394
206,63.68106
207,67.24639
208,65.13734
209,63.58154
210,67.08828
211,62.72864
212,69.11587
213,64.82025
214,64.75882
215,65.98285
216,68.67542
217,66.69463
218,67.99972
219,64.66052
220,64.89046
221,71.23551
222,69.91606
223,66.80665
224,74.91356
225,68.15749
226,73.01083
227,72.54116
228,70.74464
229,68.70409
230,66.94408
231,67.02964
232,71.61817
233,67.14303
234,67.3857
235,72.23093
236,70.06267
237,70.4384
238,63.64306
239,68.86616
240,67.21036
241,66.48364
242,67.00714
243,66.42679
244,63.72352
245,64.37284
246,66.54392
247,64.30228
248,67.87933
249,69.51151
250,69.63034
251,68.79846
252,69.63564
253,67.13495
254,66.43891
255,65.46845
256,66.72951
257,64.15164
258,65.53469
259,69.23672
260,68.6697
261,70.49063
262,69.92897
263,67.46868
264,67.80866
265,69.92913
266,68.88062
267,69.34308
268,70.32214
269,67.29585
270,65.56419
271,66.93718
272,66.52137
273,66.63502
274,66.31557
275,64.83474
276,66.32327
277,67.14326
278,64.0448
279,67.61093
280,67.88146
281,64.62351
282,64.31964
283,65.90247
284,66.41766
285,64.43851
286,64.34412
287,67.10296
288,64.34861
289,67.15606
290,69.77869
291,71.09785
292,70.0034
293,68.92508
294,68.45755
295,71.06397
296,68.54681
297,71.39218
298,76.18443
299,73.43824
300,74.04611
301,72.71635
302,75.65705
303,75.50544
304,73.34875
305,72.89643
306,72.39901
307,69.86088
308,68.48008
309,70.07187
310,68.05767
311,65.47863
312,65.22631
313,66.97806
314,64.6074
315,64.65074
316,67.29522
317,67.32396
318,66.26701
319,64.32704
320,65.84668
321,67.49452
322,66.99718
323,64.13919
324,67.25417
325,65.68777
326,66.94555
327,66.39594
328,66.58955
329,65.99126
330,66.26338
331,67.95592
332,67.32002
333,65.60891
334,66.24423
335,64.53009
336,67.22762
337,66.85427
338,65.4841
339,66.21641
340,64.29433
341,65.63494
342,66.4632
343,66.71464
344,64.97887
345,65.60773
346,65.09891
347,66.67327
348,65.04304
349,64.24691
350,66.94243
351,64.98209
352,66.60911
353,66.46903
354,67.86827
355,64.15508
356,65.84469
357,65.90509
358,66.2492
359,66.65216
360,67.95546
361,66.08876
362,65.66207
363,64.0811
364,67.28373
365,65.20852
366,66.4285
367,67.43288
368,66.05329
369,65.04927
370,64.66518
371,66.5937
372,65.85826
373,65.61315
374,65.52583
375,66.2042
376,66.90903
377,66.3667
378,66.58048
379,67.10873
380,67.30455
381,67.27654
382,64.40339
383,65.02984
384,65.98857
385,67.73057
386,65.5066
387,67.95865
388,66.4584
389,67.3611
390,64.07973
391,67.2091
392,67.4613
393,67.56938
394,66.525
395,67.37137
396,65.0941
397,67.12725
398,66.76177
399,65.64726
400,66.35115
401,67.47223
402,64.45611
403,66.24099
404,65.69055
405,66.13538
406,67.47707
407,66.91516
408,66.43585
409,64.71175
410,65.84401
411,64.69965
412,66.30602
413,67.26916
414,64.33906
415,66.96129
416,65.24551
417,64.89328
418,65.36212
419,66.97667
420,66.24388
421,66.75419
422,66.67633
423,64.96839
424,65.1793
425,67.1082
426,67.71713
427,66.32021
428,66.00502
429,64.29056
430,66.27222
431,66.52649
432,66.04071
433,65.76285
434,66.09487
435,67.05749
436,65.58097
437,67.39016
438,66.49682
439,66.67402
440,65.41605
441,65.66121
442,65.73861
443,64.50806
444,67.69328
445,67.77369
446,67.48085
447,65.43922
448,64.20711
449,66.16938
450,66.75168
451,66.47431
452,67.02573
453,67.82484
454,66.32033
455,65.10563
456,65.13752
457,66.99175
458,65.08365
459,67.21348
460,66.37004
461,67.59446
462,66.06311
463,66.95714
464,67.7549
465,66.37089
466,67.62154
467,64.11255
468,67.63666
469,66.84741
470,67.68395
471,67.33705
472,66.13931
473,66.9187
474,65.21389
475,67.33962
476,69.23731
477,68.85067
478,68.44901
479,70.77931
480,67.77668
481,68.65339
482,69.91561
483,64.89367
484,65.50497
485,64.42064
486,65.23337
487,65.44982
488,65.28727
489,64.55621
490,64.61523
491,67.92589
492,67.75278
493,67.16012
494,66.37052
495,67.83446
496,64.37744
497,67.4717
498,67.64902
499,67.62418
500,66.53327
501,66.18306
502,64.24536
503,66.19572
504,64.33796
505,67.60196
506,66.23227
507,66.98953
508,64.28948
509,64.64425
510,65.60129
511,64.39229
512,64.49765
513,67.74214
514,64.82247
515,67.93971
516,65.38842
517,65.33723
518,66.8692
519,67.89853
520,64.25381
521,66.5894
522,64.53864
523,65.4552
524,66.29871
525,64.60398
526,65.83965
527,66.78608
528,64.09509
529,67.04814
530,66.77579
531,64.00285
532,65.54589
533,67.14774
534,65.09187
535,65.70269
536,66.08746
537,66.74095
538,65.36185
539,67.41278
540,65.46303
541,64.05551
542,67.95385
543,66.7507
544,66.89337
545,66.66315
546,65.92949
547,65.95549
548,64.54763
549,66.54577
550,66.49842
551,64.29142
552,65.52669
553,66.27924
554,64.41363
555,67.92689
556,67.01838
557,64.22795
558,65.09483
559,66.87124
560,64.34879
561,64.79115
562,64.0958
563,67.25723
564,64.93562
565,64.99914
566,66.95482
567,67.58072
568,69.30074
569,69.6738
570,70.94466
571,67.93045
572,72.49301
573,71.54055
574,70.00276
575,68.3565
576,68.38509
577,68.11366
578,68.419
579,69.29501
580,68.04041
581,68.89458
582,67.28841
583,67.60243
584,66.32615
585,65.06274
586,64.93881
587,64.32515
588,66.42115
589,65.67989
590,67.29431
591,64.16649
592,65.27517
593,65.62308
594,64.67116
595,65.86028
596,64.72864
597,64.76904
598,66.98172
599,67.53387
600,65.73208
601,65.66326
602,67.32399
603,66.42
604,65.13951
605,65.07393
606,67.02065
607,64.80413
608,64.66845
609,65.64815
610,66.84589
611,66.1762
612,64.09317
613,65.44496
614,66.5252
615,64.79437
616,67.59917
617,64.56036
618,66.47529
619,66.63831
620,67.16057
621,67.31489
622,67.22624
623,67.41217
624,67.47537
625,69.73819
626,67.43908
627,67.78886
628,67.84332
629,68.85292
630,70.19572
631,67.27273
632,65.66466
633,64.37503
634,66.01945
635,67.14035
636,62.98115
637,66.0819
638,64.56448
639,63.36031
640,69.76579
641,69.71399
642,64.40911
643,63.09642
644,64.53288
645,66.41716
646,70.02762
647,75.72817
648,68.95084
649,73.92417
650,71.89901
651,69.53029
652,64.5544
653,70.65103
654,69.46005
655,70.73355
656,66.53368
657,71.11937
658,71.15928
659,65.50335
660,67.71729
661,70.25682
662,70.2044
663,68.85192
664,63.8787
665,63.80126
666,62.40035
667,67.1391
668,65.2627
669,62.47543
670,64.29325
671,69.30877
672,63.70454
673,67.97856
674,69.98126
675,67.25579
676,63.40951
677,67.07897
678,68.09933
679,66.18504
680,65.19559
681,68.16531
682,64.11171
683,64.71268
684,69.74433
685,62.80117
686,62.81762
687,67.40755
688,63.73965
689,69.11508
690,66.42256
691,68.60267
692,62.74669
693,66.46504
694,69.72505
695,69.64536
696,66.9179
697,62.30906
698,62.63255
699,65.40814
700,64.2764
701,69.79611
702,65.90191
703,69.23889
704,64.94557
705,66.64374
706,67.88292
707,63.91972
708,64.23281
709,66.55791
710,66.4037
711,68.57312
712,65.46297
713,68.45766
714,67.78072
715,69.63697
716,66.00516
717,64.22271
718,69.01298
719,62.69491
720,68.02105
721,64.32689
722,62.11308
723,65.75944
724,68.11233
725,63.91368
726,67.14917
727,66.54503
728,64.85994
729,65.53918
730,68.96059
731,67.05697
732,66.30094
733,63.78177
734,63.23359
735,68.80088
736,66.64887
737,64.90841
738,63.00145
739,69.55103
740,62.16788
741,69.74415
742,62.47409
743,67.58851
744,68.6068
745,70.89147
746,73.12846
747,72.63287
748,73.07636
749,72.74082
750,73.02302
751,71.7479
752,72.27698
753,73.82819
754,72.05799
755,73.77651
756,72.31535
757,72.22129
758,73.36027
759,71.77054
760,71.97477
761,72.41795
762,71.0746
763,69.50587
764,65.6171
765,67.70207
766,64.15765
767,62.07346
768,67.5178
769,68.45192
770,67.08904
771,68.49277
772,62.15835
773,67.458
774,68.02758
775,66.97103
776,68.82615
777,68.07345
778,68.91029
779,68.79841
780,69.72987
781,66.61276
782,69.1873
783,65.19478
784,67.1404
785,66.39958
786,66.45772
787,65.33898
788,62.28056
789,62.50724
790,68.65382
791,64.85787
792,64.87877
793,68.7683
794,62.80742
795,62.21539
796,69.12815
797,64.5322
798,63.84064
799,62.39379
800,68.54606
801,62.82606
802,73.15385
803,71.2738
804,65.46438
805,70.28397
806,66.43472
807,69.85148
808,67.65048
809,69.38504
810,72.36062
811,72.35023
812,66.18574
813,66.76638
814,63.59614
815,67.18579
816,69.54267
817,68.69385
818,62.89029
819,62.49799
820,68.72846
821,64.08052
822,64.25334
823,64.66998
824,67.81647
825,69.35011
826,62.72821
827,63.41924
828,66.381
829,65.23293
830,64.4504
831,66.49032
832,65.92937
833,65.60022
834,67.08648
835,64.11034
836,65.46127
837,64.3963
